address,rom_name,status,python_equivalent,evidence,confidence
0x48B58,update_monster_spawn_bonus_from_score_per_coin,complete,gauntpy/src/gauntpy/subsystems/exits.py :: update_monster_spawn_bonus_from_score_per_coin,"Direct port: the ROM address is annotated on the porting function's docstring/comment in exits.py, the gauntpy convention for a one-to-one transcription.",high
0x48BB6,player_join,complete,gauntpy/src/gauntpy/subsystems/players.py :: player_join,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x48BEC,player_start_inner,complete,gauntpy/src/gauntpy/session.py :: player_start_inner,"Direct port: the ROM address is annotated on the porting function's docstring/comment in session.py, the gauntpy convention for a one-to-one transcription.",high
0x48F12,tile_occupancy_test,complete,gauntpy/src/gauntpy/subsystems/monsters.py :: tile_occupancy_test,"Direct port: the ROM address is annotated on the porting function's docstring/comment in monsters.py, the gauntpy convention for a one-to-one transcription.",high
0x49034,main_move_monsters,complete,gauntpy/src/gauntpy/subsystems/monsters.py :: main_move_monsters,"Direct port: the ROM address is annotated on the porting function's docstring/comment in monsters.py, the gauntpy convention for a one-to-one transcription.",high
0x490DC,monster_create_shot,complete,gauntpy/src/gauntpy/subsystems/shots.py :: monster_create_shot,"Direct port: the ROM address is annotated on the porting function's docstring/comment in shots.py, the gauntpy convention for a one-to-one transcription.",high
0x492C0,handle_generate,complete,gauntpy/src/gauntpy/subsystems/monsters.py :: handle_generate,"Direct port: the ROM address is annotated on the porting function's docstring/comment in monsters.py, the gauntpy convention for a one-to-one transcription.",high
0x49446,death_potion_score,complete,gauntpy/src/gauntpy/subsystems/potions.py :: potions._DEATH_POTION_SCORE / _DEATH_POTION_POPUP (potions.py:73-74),MERGED: score/popup tables transcribed and consumed around potions.py:300.,high
0x49498,playfield_showscore,complete,gauntpy/src/gauntpy/subsystems/shots.py :: playfield_showscore,"Direct port: the ROM address is annotated on the porting function's docstring/comment in shots.py, the gauntpy convention for a one-to-one transcription.",high
0x495A6,monster_playerhit,complete,gauntpy/src/gauntpy/subsystems/monsters.py :: monster_playerhit,"Direct port: the ROM address is annotated on the porting function's docstring/comment in monsters.py, the gauntpy convention for a one-to-one transcription.",high
0x49A3C,death_damage_accumulate,complete,gauntpy/src/gauntpy/subsystems/shots.py :: death_damage_accumulate,"Direct port: the ROM address is annotated on the porting function's docstring/comment in shots.py, the gauntpy convention for a one-to-one transcription.",high
0x49A98,player_hurt_speech_timer,missing_gameplay,none,"MISSING GAMEPLAY: per-player randomized hurt-speech cooldown. Decrements hurt_speech_timer (RAM 0x904AFA); on expiry selects a class-specific hurt voice line (suppressed while acid-slowed) from character_hurt_sound_banks (0x57AAE) / character_hurt_sound_ptrs (0x57B3C) / character_hurt_sound_counts (0x57B4C), then reloads from hurt_speech_cooldown_base (0x57B32 = {0,8,12,14,20} by level_players_active). Called from monster_playerhit (0x498D0) per doc/generated/control_targets.csv. No hurt_speech_timer field in state.py; zero references to hurt speech in gauntpy/src or gauntpy/tests; monsters.monster_playerhit (0x495A6 port) never invokes it. No ISSUES.md entry tracks it. Audio-only effect.",high
0x49B44,ascii_to_alpha_glyph,complete,gauntpy/src/gauntpy/display.py :: display.alpha_word (display.py:507) + glyph map at display.py:529,MERGED ALIAS: ASCII->alpha glyph conversion folded into the alpha writers; OS large_character_glyph_index_map is transcribed at display.py:529.,medium-high
0x49BD0,highscore_table_init,complete,gauntpy/src/gauntpy/subsystems/score.py :: highscore_table_init,"Direct port: the ROM address is annotated on the porting function's docstring/comment in score.py, the gauntpy convention for a one-to-one transcription.",high
0x49D0E,highscore_check,complete,gauntpy/src/gauntpy/subsystems/players.py :: highscore_check,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x49DE6,player_death_sequence,complete,gauntpy/src/gauntpy/subsystems/players.py :: player_death_sequence,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x4A124,attract_highscores,complete,gauntpy/src/gauntpy/subsystems/score.py :: attract_highscores,"Direct port: the ROM address is annotated on the porting function's docstring/comment in score.py, the gauntpy convention for a one-to-one transcription.",high
0x4A2CA,draw_player_initials_entry,complete,gauntpy/src/gauntpy/subsystems/score.py :: draw_player_initials_entry,"Direct port: the ROM address is annotated on the porting function's docstring/comment in score.py, the gauntpy convention for a one-to-one transcription.",high
0x4A44A,name_entry_draw_large_char,complete,gauntpy/src/gauntpy/display.py :: display.write_alpha_large_char (display.py:561),MERGED ALIAS: used by display.display_large_text (display.py:555) and imported by score.py:44 for the initials-entry screen.,high
0x4A53A,main_move_players,complete,gauntpy/src/gauntpy/subsystems/players.py :: main_move_players,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x4AD4E,sound_speech_play,complete,gauntpy/src/gauntpy/subsystems/sound.py :: sound_speech_play,"Direct port: the ROM address is annotated on the porting function's docstring/comment in sound.py, the gauntpy convention for a one-to-one transcription.",high
0x4AD76,sound_play,complete,gauntpy/src/gauntpy/subsystems/sound.py :: sound_play,"Direct port: the ROM address is annotated on the porting function's docstring/comment in sound.py, the gauntpy convention for a one-to-one transcription.",high
0x4ADAE,sound_queue_reset,complete,gauntpy/src/gauntpy/subsystems/sound.py :: sound_queue_reset,"Direct port: the ROM address is annotated on the porting function's docstring/comment in sound.py, the gauntpy convention for a one-to-one transcription.",high
0x4ADD6,enqueue_sound,complete,gauntpy/src/gauntpy/subsystems/sound.py :: enqueue_sound,"Direct port: the ROM address is annotated on the porting function's docstring/comment in sound.py, the gauntpy convention for a one-to-one transcription.",high
0x4AE20,main_update_sound,complete,gauntpy/src/gauntpy/subsystems/sound.py :: main_update_sound,"Direct port: the ROM address is annotated on the porting function's docstring/comment in sound.py, the gauntpy convention for a one-to-one transcription.",high
0x4AEA0,shot_onscreen_check,complete,gauntpy/src/gauntpy/subsystems/shots.py :: shot_onscreen_check,"Direct port: the ROM address is annotated on the porting function's docstring/comment in shots.py, the gauntpy convention for a one-to-one transcription.",high
0x4AF50,resolve_shot_hit,complete,gauntpy/src/gauntpy/subsystems/shots.py :: resolve_shot_hit,"Direct port: the ROM address is annotated on the porting function's docstring/comment in shots.py, the gauntpy convention for a one-to-one transcription.",high
0x4BE24,level_splash,complete,gauntpy/src/gauntpy/subsystems/exits.py :: exits.show_level_start_screen (exits.py:1189) + exits._write_secret_hint (exits.py:461),"MERGED ALIAS: writes romtext.TEXT_LEVEL_SPLASH at exits.py:1189; the secret_need_hint branch (ROM 0x4C04E-0x4C108, hint pointers 0x59786/0x597D8) is ported as _write_secret_hint with romtext.SECRET_OBJECTIVE_HINTS; the header byte read at 0x4C084 is exits.py:452.",high
0x4C1BC,maze_decode,complete,gauntpy/src/gauntpy/maze.py :: maze_decode,"Direct port: the ROM address is annotated on the porting function's docstring/comment in maze.py, the gauntpy convention for a one-to-one transcription.",high
0x4C440,dialog_first_encounter,complete,gauntpy/src/gauntpy/subsystems/shots.py :: dialog_first_encounter,"Direct port: the ROM address is annotated on the porting function's docstring/comment in shots.py, the gauntpy convention for a one-to-one transcription.",high
0x4C70A,dialog_clear_message,complete,gauntpy/src/gauntpy/subsystems/score.py :: dialog_clear_message,"Direct port: the ROM address is annotated on the porting function's docstring/comment in score.py, the gauntpy convention for a one-to-one transcription.",high
0x4C72A,player_give_item_with_message,complete,gauntpy/src/gauntpy/subsystems/players.py :: player_give_item_with_message,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x4C9A2,demo_speech_cmd,complete,gauntpy/src/gauntpy/subsystems/score.py :: score.demo_message_show (score.py:780),Direct port; docstring '0x4C9A2 -- display one recorded attract-demo tip'.,high
0x4CB50,dialog_position_box,complete,gauntpy/src/gauntpy/state.py :: dialog_position_box,"Direct port: the ROM address is annotated on the porting function's docstring/comment in state.py, the gauntpy convention for a one-to-one transcription.",high
0x4CCBC,main_msgbox_countdown,complete,gauntpy/src/gauntpy/subsystems/score.py :: main_msgbox_countdown,"Direct port: the ROM address is annotated on the porting function's docstring/comment in score.py, the gauntpy convention for a one-to-one transcription.",high
0x4CD1C,load_legend_page,complete,gauntpy/src/gauntpy/subsystems/attract.py :: load_legend_page,"Direct port: the ROM address is annotated on the porting function's docstring/comment in attract.py, the gauntpy convention for a one-to-one transcription.",high
0x4CDB8,draw_legend_monsters_page,complete,gauntpy/src/gauntpy/subsystems/attract.py :: attract._write_legend_alpha + attract._adjust_legend_monster_mobs,MERGED ALIAS with romtext.LEGEND_MONSTER_ROWS.,high
0x4CFAE,draw_legend_overview_page,complete,gauntpy/src/gauntpy/subsystems/attract.py :: attract._write_legend_alpha (overview page),MERGED ALIAS with romtext.LEGEND_CREDITS_TEXT.,high
0x4CFDA,draw_legend_rules_page,complete,gauntpy/src/gauntpy/subsystems/attract.py :: attract._write_legend_alpha + attract._adjust_legend_rules_mobs,MERGED ALIAS with romtext.LEGEND_RULES_TEXT; romtext.py:234 names 0x4CFDA as the consumer of the linked descriptor records.,high
0x4D12E,alpha_clear_rect,complete,gauntpy/src/gauntpy/display.py :: display.fill_alpha_rect,MERGED ALIAS. FIDELITY.md #32 documents the deliberate argument-order difference.,high
0x4D1A4,secret_bonus_earned,complete,gauntpy/src/gauntpy/subsystems/exits.py :: secret_bonus_earned,"Direct port: the ROM address is annotated on the porting function's docstring/comment in exits.py, the gauntpy convention for a one-to-one transcription.",high
0x4D29E,main_treasure_timer,complete,gauntpy/src/gauntpy/subsystems/exits.py :: main_treasure_timer,"Direct port: the ROM address is annotated on the porting function's docstring/comment in exits.py, the gauntpy convention for a one-to-one transcription.",high
0x4D476,show_level_end_bonus_screen,complete,gauntpy/src/gauntpy/subsystems/exits.py :: show_level_end_bonus_screen,"Direct port: the ROM address is annotated on the porting function's docstring/comment in exits.py, the gauntpy convention for a one-to-one transcription.",high
0x4D900,player_activecount,complete,gauntpy/src/gauntpy/subsystems/exits.py :: player_activecount,"Direct port: the ROM address is annotated on the porting function's docstring/comment in exits.py, the gauntpy convention for a one-to-one transcription.",high
0x4D956,scroll_apply,complete,gauntpy/src/gauntpy/subsystems/attract.py :: scroll_apply,"Direct port: the ROM address is annotated on the porting function's docstring/comment in attract.py, the gauntpy convention for a one-to-one transcription.",high
0x4DA3E,title_logo_init,complete,gauntpy/src/gauntpy/subsystems/attract.py :: title_logo_init,"Direct port: the ROM address is annotated on the porting function's docstring/comment in attract.py, the gauntpy convention for a one-to-one transcription.",high
0x4DCBA,main_logo_updcolors,complete,gauntpy/src/gauntpy/subsystems/attract.py :: main_logo_updcolors,"Direct port: the ROM address is annotated on the porting function's docstring/comment in attract.py, the gauntpy convention for a one-to-one transcription.",high
0x4DE76,score_screen_color_cycle,partial,inline in attract.main_logo_updcolors (SCORES arm),"PARTIAL: the port rotates alpha_color_ram[144:160] wholesale every 16th frame; the ROM's documented shape is 'shift 11 entries, restore 4'. Cosmetic hue-cycle phase differs.",medium
0x4DEB8,main_start_thief,complete,gauntpy/src/gauntpy/subsystems/thief.py :: main_start_thief,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x4DFF6,thief_target_calc,complete,gauntpy/src/gauntpy/subsystems/thief.py :: thief_target_calc,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x4E122,thief_exit,complete,gauntpy/src/gauntpy/subsystems/thief.py :: thief_exit,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x4E172,thief_end_dodge,complete,gauntpy/src/gauntpy/subsystems/thief.py :: thief_end_dodge,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x4E1B8,thief_begin_dodge,complete,gauntpy/src/gauntpy/subsystems/thief.py :: thief_begin_dodge,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x4E1FE,thief_steal_from_player,complete,gauntpy/src/gauntpy/subsystems/thief.py :: thief_steal_from_player,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x4E432,thief_setup,complete,gauntpy/src/gauntpy/subsystems/thief.py :: thief_setup,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x4E4D8,thief_timer_set,complete,gauntpy/src/gauntpy/subsystems/thief.py :: thief_timer_set,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x4E630,thief_track_victim_move,complete,gauntpy/src/gauntpy/subsystems/thief.py :: thief_track_victim_move,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x4E684,tport_route_connect,complete,gauntpy/src/gauntpy/subsystems/thief.py :: tport_route_connect,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x4E73A,tport_route_connect_if_empty,complete,gauntpy/src/gauntpy/subsystems/thief.py :: tport_route_connect_if_empty,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x4E7C0,tport_find_id,complete,gauntpy/src/gauntpy/subsystems/thief.py :: tport_find_id,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x4E7FC,thief_test_move_tile,partial,"thief.thief_handle_tile_collision (thief.py:705, port of 0x4F742) + thief.thief_enter_tport (thief.py:760)","PARTIAL: transporter entry and blocked-direction tests are covered by the 0x4F742 port, but the documented corner-squeeze arm has no counterpart. The only 'corner' logic in thief.py is line 273 (0x4F912 route recovery), a different routine. Asymmetric with the player side, where corner_squeeze_geometry (0x4FEB2) IS ported.",medium-high
0x4E8DC,main_thief_anim,complete,gauntpy/src/gauntpy/mainloop.py :: main_thief_anim,"Direct port: the ROM address is annotated on the porting function's docstring/comment in mainloop.py, the gauntpy convention for a one-to-one transcription.",high
0x4EE0A,thief_probe_axis,complete,gauntpy/src/gauntpy/subsystems/thief.py :: thief._move_thief_axis (thief.py:816),MERGED ALIAS.,high
0x4EE7A,thief_move_engine,complete,gauntpy/src/gauntpy/subsystems/thief.py :: thief_move_engine,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x4F5C8,thief_remove_and_drop_loot,complete,gauntpy/src/gauntpy/subsystems/thief.py :: thief_remove_and_drop_loot,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x4F742,thief_handle_tile_collision,complete,gauntpy/src/gauntpy/subsystems/thief.py :: thief.thief_handle_tile_collision (thief.py:705),"Direct port; note this is 0x4F742, NOT thief_test_move_tile (0x4E7FC).",high
0x4F912,thief_compute_path,complete,gauntpy/src/gauntpy/subsystems/thief.py :: thief_compute_path,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x4FAD4,thief_enter_tport,complete,gauntpy/src/gauntpy/subsystems/thief.py :: thief_enter_tport,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x4FBFC,thief_start_tport_anim,complete,gauntpy/src/gauntpy/subsystems/thief.py :: thief_start_tport_anim,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x4FCF0,thief_find_aligned_shooter,complete,gauntpy/src/gauntpy/subsystems/thief.py :: thief_find_aligned_shooter,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x4FEB2,corner_squeeze_geometry,complete,gauntpy/src/gauntpy/subsystems/players.py :: corner_squeeze_geometry,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x50224,player_tport,complete,gauntpy/src/gauntpy/subsystems/players.py :: player_tport,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x50616,tport_player_flash,complete,gauntpy/src/gauntpy/subsystems/players.py :: tport_player_flash,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x50662,tport_player_move,complete,gauntpy/src/gauntpy/subsystems/players.py :: tport_player_move,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x50ADE,tport_check_dest,complete,gauntpy/src/gauntpy/subsystems/players.py :: tport_check_dest,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x50B88,tport_restore_player_picture,complete,gauntpy/src/gauntpy/state.py :: tport_restore_player_picture,"Direct port: the ROM address is annotated on the porting function's docstring/comment in state.py, the gauntpy convention for a one-to-one transcription.",high
0x50BB8,scan_move_path_interactions,complete,gauntpy/src/gauntpy/subsystems/players.py :: players.tport_arrival_interact (players.py:1442),Direct port; docstring '0x50BB8 -- interact with the four cells around a transporter landing'.,high
0x50C7A,resolve_move_tile_interaction,complete,gauntpy/src/gauntpy/subsystems/players.py :: players._move_player_to_slot,MERGED ALIAS including the recursive thief-cleanup retry.,high
0x50D14,nearby_mob_clearance_test,complete,gauntpy/src/gauntpy/subsystems/players.py :: nearby_mob_clearance_test,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x50E34,player_damage_sample_update,complete,gauntpy/src/gauntpy/subsystems/players.py :: player_damage_sample_update,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x50FD2,path_grid_set_low_direction,complete,gauntpy/src/gauntpy/subsystems/thief.py :: path_grid_set_low_direction,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x51000,path_grid_set_high_direction_if_empty,complete,gauntpy/src/gauntpy/subsystems/thief.py :: path_grid_set_high_direction_if_empty,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x5103E,path_grid_get_direction,complete,gauntpy/src/gauntpy/subsystems/thief.py :: path_grid_get_direction,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x5107A,tport_route_write_pair,complete,gauntpy/src/gauntpy/subsystems/thief.py :: thief.tport_route_connect (0x4E684),MERGED ALIAS: route pair write.,high
0x510BC,tport_route_read_pair,complete,gauntpy/src/gauntpy/subsystems/thief.py :: thief.tport_route_connect_if_empty (0x4E73A),MERGED ALIAS: route pair read.,high
0x510FC,calc_direction,complete,gauntpy/src/gauntpy/subsystems/thief.py :: calc_direction,"Direct port: the ROM address is annotated on the porting function's docstring/comment in thief.py, the gauntpy convention for a one-to-one transcription.",high
0x511AC,player_tile_interact,complete,gauntpy/src/gauntpy/subsystems/players.py :: player_tile_interact,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x51E80,door_record_endpoints,complete,gauntpy/src/gauntpy/subsystems/players.py :: door_record_endpoints,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x51FAE,door_scan_vertical_endpoints,complete,gauntpy/src/gauntpy/subsystems/players.py :: inline vertical scan in players.door_open_start (players.py:1543-1571),MERGED ALIAS.,high
0x5207C,door_scan_horizontal_endpoints,complete,gauntpy/src/gauntpy/subsystems/players.py :: inline horizontal scan in players.door_open_start (players.py:1543-1571),MERGED ALIAS.,high
0x5214C,player_add_score_with_mult,complete,gauntpy/src/gauntpy/subsystems/players.py :: player_add_score_with_mult,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x52192,mob_collision_test,complete,gauntpy/src/gauntpy/subsystems/players.py :: mob_collision_test,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x5287C,main_exit_move,complete,gauntpy/src/gauntpy/subsystems/exits.py :: main_exit_move,"Direct port: the ROM address is annotated on the porting function's docstring/comment in exits.py, the gauntpy convention for a one-to-one transcription.",high
0x52B06,exit_get_id,complete,gauntpy/src/gauntpy/subsystems/exits.py :: exit_get_id,"Direct port: the ROM address is annotated on the porting function's docstring/comment in exits.py, the gauntpy convention for a one-to-one transcription.",high
0x52B40,player_exit_sequence,complete,gauntpy/src/gauntpy/subsystems/exits.py :: player_exit_sequence,"Direct port: the ROM address is annotated on the porting function's docstring/comment in exits.py, the gauntpy convention for a one-to-one transcription.",high
0x52ECA,maze_checknum,complete,gauntpy/src/gauntpy/subsystems/exits.py :: maze_checknum,"Direct port: the ROM address is annotated on the porting function's docstring/comment in exits.py, the gauntpy convention for a one-to-one transcription.",high
0x52F26,maze_forcefield_setup,complete,gauntpy/src/gauntpy/subsystems/maze_objects.py :: maze_forcefield_setup,"Direct port: the ROM address is annotated on the porting function's docstring/comment in maze_objects.py, the gauntpy convention for a one-to-one transcription.",high
0x52FBE,consume_forcefield_code,complete,gauntpy/src/gauntpy/subsystems/maze_objects.py :: consume_forcefield_code,"Direct port: the ROM address is annotated on the porting function's docstring/comment in maze_objects.py, the gauntpy convention for a one-to-one transcription.",high
0x5303A,wall_crumble,complete,gauntpy/src/gauntpy/subsystems/shots.py :: wall_crumble,"Direct port: the ROM address is annotated on the porting function's docstring/comment in shots.py, the gauntpy convention for a one-to-one transcription.",high
0x5317C,game_options_display,unnecessary,none,Four instructions handing descriptor stream 0x5318C to OS API 0x248 to draw the operator options screen. eeprom.py:3 states the operator menus are deliberately out of scope; only the options word 0x904A24 matters and it is modelled in state.game_settings.,high
0x53346,check_forcefield_collision,complete,gauntpy/src/gauntpy/subsystems/players.py :: check_forcefield_collision,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x53398,forcefield_segments_setup,complete,gauntpy/src/gauntpy/subsystems/maze_objects.py :: forcefield_segments_setup,"Direct port: the ROM address is annotated on the porting function's docstring/comment in maze_objects.py, the gauntpy convention for a one-to-one transcription.",high
0x53666,player_create_shot,complete,gauntpy/src/gauntpy/subsystems/players.py :: player_create_shot,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x53818,shot_reflect_calc,complete,gauntpy/src/gauntpy/subsystems/shots.py :: shot_reflect_calc,"Direct port: the ROM address is annotated on the porting function's docstring/comment in shots.py, the gauntpy convention for a one-to-one transcription.",high
0x53D10,dragon_update_segments,complete,gauntpy/src/gauntpy/subsystems/dragon.py :: dragon.py (module) / dragon.dragon_update_segments,Module-level port; dragon.py:3 states the data and state transitions are transcribed from 0x53D10-0x549E8.,high
0x53E4A,dragon_choose_move_direction,complete,gauntpy/src/gauntpy/subsystems/dragon.py :: dragon_choose_move_direction,"Direct port: the ROM address is annotated on the porting function's docstring/comment in dragon.py, the gauntpy convention for a one-to-one transcription.",high
0x540E8,dragon_find_free_shot_slot,complete,gauntpy/src/gauntpy/subsystems/shots.py :: dragon_find_free_shot_slot,"Direct port: the ROM address is annotated on the porting function's docstring/comment in shots.py, the gauntpy convention for a one-to-one transcription.",high
0x54112,dragon_shot_hit,complete,gauntpy/src/gauntpy/subsystems/dragon.py :: dragon_shot_hit,"Direct port: the ROM address is annotated on the porting function's docstring/comment in dragon.py, the gauntpy convention for a one-to-one transcription.",high
0x54454,main_handle_dragon,complete,gauntpy/src/gauntpy/mainloop.py :: main_handle_dragon,"Direct port: the ROM address is annotated on the porting function's docstring/comment in mainloop.py, the gauntpy convention for a one-to-one transcription.",high
0x545FA,dragon_head_pose_update,complete,gauntpy/src/gauntpy/subsystems/dragon.py :: dragon._update_dragon_pose (dragon.py:223),"Direct port; docstring '0x545FA--0x546A4 -- publish the current head picture and hitbox origin'. NOTE: this is the 322nd row, added to the catalog in commit fab85b7 -- the doc prose still says 321.",high
0x54748,dragon_fire_setup,complete,gauntpy/src/gauntpy/subsystems/dragon.py :: dragon_fire_setup,"Direct port: the ROM address is annotated on the porting function's docstring/comment in dragon.py, the gauntpy convention for a one-to-one transcription.",high
0x5496E,dragon_setup_segments,complete,gauntpy/src/gauntpy/subsystems/dragon.py :: dragon.setup_dragon_segments (dragon.py:134),Direct port; docstring '0x5496E -- initialize the four-slot 2x2 dragon footprint'.,high
0x549EA,dragon_player_proximity,complete,gauntpy/src/gauntpy/subsystems/dragon.py :: dragon_player_proximity,"Direct port: the ROM address is annotated on the porting function's docstring/comment in dragon.py, the gauntpy convention for a one-to-one transcription.",high
0x54AF8,dragon_any_segment_near_screen,complete,gauntpy/src/gauntpy/subsystems/dragon.py :: dragon.dragon_any_segment_near_screen (dragon.py:282),Direct port; also consumed by potions.py:216.,high
0x54B68,dragon_shot_hitbox_adjust,complete,gauntpy/src/gauntpy/subsystems/shots.py :: shots._DRAGON_HITBOX_WIDTH / _DRAGON_HITBOX_SPAN (shots.py:220-221),MERGED: hitbox adjustment folded into the shot-collision tables.,high
0x54BE0,secret_code_build,complete,gauntpy/src/gauntpy/subsystems/players.py :: secret_code_build,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x54EC6,secret_getname,complete,gauntpy/src/gauntpy/subsystems/players.py :: secret_getname,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x54FE8,secret_name_entry_update,complete,gauntpy/src/gauntpy/subsystems/players.py :: secret_name_entry_update,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x55440,name_entry_step_char,complete,gauntpy/src/gauntpy/subsystems/players.py :: name_entry_step_char,"Direct port: the ROM address is annotated on the porting function's docstring/comment in players.py, the gauntpy convention for a one-to-one transcription.",high
0x554B6,name_entry_draw_char,complete,gauntpy/src/gauntpy/subsystems/score.py :: score.draw_player_initials_entry via display.write_alpha_large_char,MERGED ALIAS: name-entry glyph drawing folded into the score.py initials screen and the display.py alpha writers.,medium-high
0x5554E,name_entry_step_char_copy,unnecessary,none,Byte-identical dead copy of name_entry_step_char (0x55440); doc/07 records 'no discovered direct call site'.,high
0x555C4,name_entry_draw_char_copy,unnecessary,none,Byte-identical dead copy of name_entry_draw_char (0x554B6); doc/07 records 'no discovered direct call site'.,high
0x56E58,slapstic_cmd_bank0,unnecessary,none,"Slapstic bank-switch command leaf. gauntpy reads maze records through gex decode (maze.find_maze / decode_maze), so ROM bank paging has no counterpart.",high
0x56E6E,slapstic_cmd_bank3,unnecessary,none,"Slapstic bank-switch command leaf. gauntpy reads maze records through gex decode (maze.find_maze / decode_maze), so ROM bank paging has no counterpart.",high
0x56E84,slapstic_cmd_bankX,unnecessary,none,"Slapstic bank-switch command leaf. gauntpy reads maze records through gex decode (maze.find_maze / decode_maze), so ROM bank paging has no counterpart.",high
0x56E90,slapstic_cmd_maze_init,unnecessary,none,"Slapstic bank-switch command leaf. gauntpy reads maze records through gex decode (maze.find_maze / decode_maze), so ROM bank paging has no counterpart.",high
0x56E98,slapstic_cmd_bankX_special,unnecessary,none,"Slapstic bank-switch command leaf. gauntpy reads maze records through gex decode (maze.find_maze / decode_maze), so ROM bank paging has no counterpart.",high
0x56EAA,slapstic_verify,unnecessary,none,"Slapstic bank-switch command leaf. gauntpy reads maze records through gex decode (maze.find_maze / decode_maze), so ROM bank paging has no counterpart.",high
