address,size_bytes,flag_name,matching_catalog_rows,matching_header_rows,status,confidence
0x5B724,8,damage_comment_speech_ids,damage_comment_speech_ids,,exact_catalog_match,Verified
0x5B72C,8,character_reflect_timer_init,character_reflect_timer_init,,exact_catalog_match,Verified
0x5B734,8,character_stun_delay_add,character_stun_delay_add,,exact_catalog_match,Verified
0x5B73C,8,tile_effect_sound_ids,tile_effect_sound_ids,,exact_catalog_match,Verified
0x5B744,8,tile_effect_sound_ids_alt,tile_effect_sound_ids_alt,,exact_catalog_match,Verified
0x5B74C,40,pickup_score_values,pickup_score_values,,exact_catalog_match,Verified
0x5B774,20,pickup_score_popup_types,pickup_score_popup_types,,exact_catalog_match,Verified
0x5B788,16,level_exit_sound_ids,level_exit_sound_ids,,exact_catalog_match,Verified
0x5B798,40,pickup_random_sound_banks,pickup_random_sound_banks,,exact_catalog_match,Verified
0x5B7C0,16,pickup_random_sound_ptrs,pickup_random_sound_ptrs,,exact_catalog_match,Verified
0x5B7D0,4,pickup_random_sound_counts,pickup_random_sound_counts,,exact_catalog_match,Verified
0x5B7D4,16,collision_hpos_base_by_case,collision_hpos_base_by_case,,exact_catalog_match,Verified
0x5B7E4,8,collision_hpos_random_range_by_player,collision_hpos_random_range_by_player,,exact_catalog_match,Verified
0x5B7EC,16,collision_bonus_threshold_by_case,collision_bonus_threshold_by_case,,exact_catalog_match,Verified
0x5B7FC,32,exit_rotation_offset_by_count,exit_rotation_offset_by_count,,exact_catalog_match,Verified
0x5B81C,1024,exit_desc_by_floorpattern,exit_desc_by_floorpattern,,exact_catalog_match,Verified
0x5BA68,2,logo_outer_timer_init,logo_outer_timer_init,,exact_catalog_match,Verified
0x5BA6A,2,logo_inner_timer_init,logo_inner_timer_init,,exact_catalog_match,Verified
0x5BA6C,2,logo_bright_min,logo_bright_min,,exact_catalog_match,Verified
0x5BA6E,2,logo_bright_max,logo_bright_max,,exact_catalog_match,Verified
0x5BA70,64,forcefield_gfx_ptrs,forcefield_gfx_ptrs,,exact_catalog_match,Verified
0x5BAB0,16,shot_reflect_hdelta,shot_reflect_hdelta,,exact_catalog_match,Verified
0x5BAC0,16,shot_reflect_vdelta,shot_reflect_vdelta,,exact_catalog_match,Verified
0x5BAD0,16,shot_reflect_sound_tbl,shot_reflect_sound_tbl,,exact_catalog_match,Verified
0x5BAE0,256,floor_desc_base,floor_desc_base,,exact_catalog_match,Verified
0x5BBE0,3264,wall_desc_blocks,wall_desc_blocks,,exact_catalog_match,Verified
0x5C8A0,8,floor_type10_desc,floor_type10_desc,,exact_catalog_match,Verified
0x5C8A8,8,floor_type11_desc,floor_type11_desc,,exact_catalog_match,Verified
0x5C8B0,504,dead_sequential_tile_codes,dead_sequential_tile_codes,,exact_catalog_match,Verified
0x5CAA8,128,floor_type3e_descs,floor_type3e_descs,,exact_catalog_match,Verified
0x5CB28,2000,attract_display_tile_stream,attract_display_tile_stream,,exact_catalog_match,Verified
0x5CB48,504,special_object_tile_numbers,special_object_tile_numbers,,exact_catalog_match,Verified
0x5CD40,1464,special_object_anim_tiles,special_object_anim_tiles,,exact_catalog_match,Verified
0x5D2F8,216,wall_desc_pattern6,wall_desc_pattern6,,exact_catalog_match,Verified
0x5D3D0,24,wall_desc_destructible,wall_desc_destructible,,exact_catalog_match,Verified
0x5D3E8,16,dragon_probe_delta_a,dragon_probe_delta_a,,exact_catalog_match,Verified
0x5D3F8,16,dragon_probe_delta_b,dragon_probe_delta_b,,exact_catalog_match,Verified
0x5D408,16,dragon_spawn_offset_a,dragon_spawn_offset_a,,exact_catalog_match,Verified
0x5D418,16,dragon_spawn_offset_b,dragon_spawn_offset_b,,exact_catalog_match,Verified
0x5D428,16,dragon_facing_offset,dragon_facing_offset,,exact_catalog_match,Verified
0x5D438,64,dragon_head_hdelta,dragon_head_hdelta,,exact_catalog_match,Verified
0x5D478,64,dragon_head_vdelta,dragon_head_vdelta,,exact_catalog_match,Verified
0x5D4B8,16,dragon_fire_segment_tbl,dragon_fire_segment_tbl,,exact_catalog_match,Verified
0x5D4C8,32,dragon_pose_hdelta,dragon_pose_hdelta,,exact_catalog_match,Verified
0x5D4E8,32,dragon_pose_vdelta,dragon_pose_vdelta,,exact_catalog_match,Verified
0x5D508,32,dragon_body_pics,dragon_body_pics,,exact_catalog_match,Verified
0x5D528,80,dragon_head_pics,dragon_head_pics,,exact_catalog_match,Verified
0x5D578,80,dragon_path_programs,dragon_path_programs,,exact_catalog_match,Verified
0x5D5C8,512,playfield_palettes,playfield_palettes,,exact_catalog_match,Verified
0x5D7C8,128,playfield_special_palette_bank,playfield_special_palette_bank,,exact_catalog_match,Verified
0x5D7E8,96,playfield_special_palette_lowwall_view,playfield_special_palette_lowwall_view,,exact_catalog_match,Verified
0x5D848,416,palette_color_ramps,"Palette color ramps (13 blocks × 32 bytes, 12 colors + 4 zero words each, one per tileset environment). The apparent code reference to 0x5D978 is a biased address for the later potion-effect table, not a palette access: the first reachable index is object type 0x12 × 16, which lands at 0x5DA98.",,exact_catalog_match,Verified
0x5D9E8,176,secretcode_text_recs,secretcode_text_recs,,exact_catalog_match,Verified
0x5DA98,448,potion_effect_matrix,potion_effect_matrix,,exact_catalog_match,Verified
0x5EDD4,32,wall_pattern_offsets,wall_pattern_offsets,,exact_catalog_match,Verified
0x5EDF4,48,wall_random_desc_ptrs,wall_random_desc_ptrs,,exact_catalog_match,Verified
0x5EE24,256,wall_conn_variant_tbl,wall_conn_variant_tbl,,exact_catalog_match,Verified
0x5EF24,256,wall_conn_variant_tbl6,wall_conn_variant_tbl6,,exact_catalog_match,Verified
0x5F9CE,32,door_gfx_by_neighbors,door_gfx_by_neighbors,,exact_catalog_match,Verified
0x5FACA,18,door_gfx_type2,door_gfx_type2,,exact_catalog_match,Verified
0x5FADC,18,door_hpos_sub2,door_hpos_sub2,,exact_catalog_match,Verified
0x5FAEE,18,door_vpos_add2,door_vpos_add2,,exact_catalog_match,Verified
0x5FBDC,18,door_gfx_type3,door_gfx_type3,,exact_catalog_match,Verified
0x5FBEE,18,door_vpos_sub3,door_vpos_sub3,,exact_catalog_match,Verified
0x5FC00,18,door_vpos_add3,door_vpos_add3,,exact_catalog_match,Verified
0x5FC12,16,player_inventory_vram_ptrs,player_inventory_vram_ptrs,,exact_catalog_match,Verified
0x5FDAC,6,supersorc_direction_bias,supersorc_direction_bias,,exact_catalog_match,Verified
0x5FDB2,6,supersorc_probe_steps,supersorc_probe_steps,,exact_catalog_match,Verified
0x5FF98,26,dead_truncated_supersorc_epilogues,dead_truncated_supersorc_epilogues,,exact_catalog_match,Verified
