entry_kind,address,name,purpose,arguments,return,exceptional_convention,reachability,source_catalog,confidence
implementation,0x1B20,run_motion_object_test,"Create and interactively edit the Motion Object Test sprites, fields, and palettes",void,void,,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x2190,wait_os_vblank,Clear the OS VBLANK semaphore and wait until the IRQ4 handler sets it,void,void,,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x21A0,validate_game_rom,Call the optional game ROM/Slapstic verifier and display its failed bank checks,void,"D0.l = 1 when valid, 0 after displaying a failure",,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x226A,display_next_test_prompt,Draw the orientation-appropriate 'Press [button] for next test' descriptor chain,color/style word,void,,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x229C,run_sound_test,"Reset, diagnose, and interactively exercise the sound CPU, music, effects, and speech paths",void,void,,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x27AC,send_sound_test_command_wait,Send one diagnostic sound command and wait up to thirty VBLANK ticks for its response,sound command word,"D0.l = response byte, or -1 on timeout",,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x27F4,wait_sound_test_delay_or_abort,Clear the sound command latch and wait up to four VBLANK ticks for the advance input,void,"D0.l = 1 when advance was pressed, otherwise 0 after timeout",,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x2828,display_ram_error_detail,"Draw RAM region name, failing address, expected word, and actual word",error class/index; failing address; expected word; actual word,void,normal four-slot stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x28CA,display_two_byte_hex_pair,Pack two byte-valued arguments and display them as a four-digit zero-padded hexadecimal field,high byte; low byte; signed display-offset byte,void,,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x2918,format_number,"Format a value as signed/unsigned decimal, upper/lower hexadecimal, octal, or binary according to a format byte and mode",value; destination buffer; format byte; format mode word; field width word,void,normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x2A5E,format_hex,Format an unsigned value as uppercase hexadecimal into a fixed-width NUL-terminated field,"value; destination buffer; field width word; nonzero=space pad, zero=zero pad",void,normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x2ABE,format_decimal,Format an unsigned value as decimal into a fixed-width NUL-terminated field,"value; destination buffer; field width word; nonzero=space pad, zero=zero pad",void,normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x2B3C,process_text_effects,Advance full-screen scrolling and all four timed text-effect slots,void,void,normally called once per OS VBLANK,active OS control closure,os_callable_contracts.csv,Verified
computed_dispatch,0x2C22,text_effect_case_timed_clear,Type 1: deactivate the slot and clear its descriptor chain,inherited D0.w=2*slot; D2.w=slot; A2=0x904F00,returns through process_text_effects loop,computed-dispatch entry; inherits parent saved-register frame,active OS control closure,os_callable_contracts.csv,Verified
computed_dispatch,0x2C32,text_effect_case_blink,Type 2: alternate the complete descriptor chain between clear and drawn states,inherited D0.w=2*slot; D2.w=slot; A2=0x904F00,returns through process_text_effects loop,computed-dispatch entry; inherits parent saved-register frame,active OS control closure,os_callable_contracts.csv,Verified
computed_dispatch,0x2C64,text_effect_case_progressive_draw,Type 3: draw the next string character and advance/chains on its terminator,inherited D0.w=2*slot; D2.w=slot; A2=0x904F00,returns through process_text_effects loop,computed-dispatch entry; inherits parent saved-register frame,active OS control closure,os_callable_contracts.csv,Verified
computed_dispatch,0x2C82,text_effect_case_progressive_clear,Type 4: clear the next string character and advance/chains on its terminator,inherited D0.w=2*slot; D2.w=slot; A2=0x904F00,returns through process_text_effects loop,computed-dispatch entry; inherits parent saved-register frame,active OS control closure,os_callable_contracts.csv,Verified
computed_dispatch,0x2CC4,text_effect_case_rotate_forward,Type 5: rotate each selected descriptor line in the first direction,inherited D0.w=2*slot; D2.w=slot; A2=0x904F00,returns through process_text_effects loop,computed-dispatch entry; inherits parent saved-register frame,active OS control closure,os_callable_contracts.csv,Verified
computed_dispatch,0x2CD0,text_effect_case_rotate_reverse,Type 6: rotate each selected descriptor line in the opposite direction,inherited D0.w=2*slot; D2.w=slot; A2=0x904F00,returns through process_text_effects loop,computed-dispatch entry; inherits parent saved-register frame,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x2CE4,calc_alpha_address,Convert two alpha coordinates to the orientation-correct absolute VRAM word address,coordinate byte 0; coordinate byte 1,D0.l=absolute alpha VRAM address,normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x2D14,rotate_text_line_forward,Rotate every descriptor-selected alpha line one cell in the first direction with wrap,descriptor pointer,void,normal-stack veneer over the A0 register body,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x2D18,rotate_text_line_forward_register,Rotate every descriptor-selected alpha line one cell in the first direction with wrap,A0=descriptor pointer,void,register entry used by text-effect type 5,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x2D74,rotate_text_line_reverse,Rotate every descriptor-selected alpha line one cell in the opposite direction with wrap,descriptor pointer,void,normal-stack veneer over the A0 register body,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x2D78,rotate_text_line_reverse_register,Rotate every descriptor-selected alpha line one cell in the opposite direction with wrap,A0=descriptor pointer,void,register entry used by text-effect type 6,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x2DDE,scroll_alpha_surface_one_step,Shift the visible alpha surface one cell and clear the newly exposed edge,void,void,frameless internal entry,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x2E36,display_text,Draw a chained text descriptor at its current full-screen scroll offset,descriptor pointer; color/style word,void,normal API implementation,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x2E3E,display_text_register,Draw a chained text descriptor at its current full-screen scroll offset,A0=descriptor pointer; D1.w=color/style,void,register entry used by the effect engine,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x2EB4,display_decimal_value,Format and draw a decimal value through a temporary chained-text descriptor,"coordinate0; coordinate1; value; field width; nonzero=space pad, zero=zero pad; color/style",void,normal six-slot stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x2EEA,display_hex_value,Format and draw an uppercase hexadecimal value through a temporary chained-text descriptor,"coordinate0; coordinate1; value; field width; nonzero=space pad, zero=zero pad; color/style",void,normal six-slot stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x2F04,draw_string,Draw one NUL-terminated string at an alpha coordinate,coordinate byte 0; coordinate byte 1; string pointer; color/style word,D0.l=source bytes consumed including NUL,normal API implementation,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x2F3C,draw_string_register,Draw one NUL-terminated string from a precomputed alpha offset,D0.w=alpha byte offset; D1.w=color/style; A0=string; A1=word stride,D0.l=source bytes consumed including NUL,register entry,active OS control closure,os_callable_contracts.csv,Verified
active_image_residue,0x2FB2,draw_text_effect_next_char_stack_veneer,Loads the stack arguments into A0/D1/D0 and falls through to draw_text_effect_next_char,descriptor pointer; color/style word; character index word,same as 0x2FBE,normal stack veneer; falls through to register worker,No incoming transfer or fixed API veneer in the supplied image,os_residue_contracts.csv,Verified
implementation,0x2FBE,draw_text_effect_next_char,Draw one indexed character for progressive effect type 3,A0=descriptor; D0.w=character index; D1.w=color/style,D0.l=3 while a character was drawn; 0 at NUL,register entry; constructs coordinate slots for 0x304E,active OS control closure,os_callable_contracts.csv,Verified
active_image_residue,0x3018,clear_text_effect_next_char_stack_veneer,Loads the stack arguments into A0/D0 and falls through to clear_text_effect_next_char,descriptor pointer; character index word,same as 0x3020,normal stack veneer; falls through to register worker,No incoming transfer or fixed API veneer in the supplied image,os_residue_contracts.csv,Verified
implementation,0x3020,clear_text_effect_next_char,Clear one indexed character position for progressive effect type 4,A0=descriptor; D0.w=character index,D0.l=4 while a character was cleared; 0 at NUL,register entry; constructs coordinate slots for 0x304E,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x3044,write_alpha_char,Write one character/tile plus attributes at an alpha coordinate,coordinate byte 0; coordinate byte 1; character word; color/style word,void,normal API implementation,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x304E,write_alpha_char_register,Write one precombined character/tile plus attributes at an alpha coordinate,D0.w=character/tile; D1.w=color/style; coordinate bytes in caller stack at +7/+11,void,shared register/stack body,active OS control closure,os_callable_contracts.csv,Verified
active_image_residue,0x3088,clear_text_descriptor_chain_stack_veneer,Loads A0 from the normal argument slot and falls through to clear_text_descriptor_chain,descriptor pointer,void,normal stack veneer; falls through to register worker,No incoming transfer or fixed API veneer in the supplied image,os_residue_contracts.csv,Verified
implementation,0x308C,clear_text_descriptor_chain,Clear all visible non-NUL character cells in a chained text descriptor,A0=descriptor pointer,void,register entry used by stop/effect paths,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x30F4,stop_text_effect,Deactivate a matching effect slot if present and clear the supplied descriptor chain,descriptor pointer,void,normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x3122,start_text_line_rotation,Allocate type 5 or 6 cyclic line rotation according to interval sign,descriptor pointer; color/style word; signed interval word,D0.l=1 allocated; 0 no free slot,normal API wrapper into 0x3172,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x3130,init_fullscreen_text_scroll,Initialize and allocate type 7 full-alpha scrolling,descriptor pointer; color/style word; interval word,D0.l=1 allocated; 0 no free slot,normal API wrapper; also stores active flag and interval,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x3156,start_progressive_text_clear,Allocate type 4 progressive character clearing,descriptor pointer; interval word,D0.l=1 allocated; 0 no free slot,two-argument API wrapper; forces stored color to zero,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x3162,start_blink_text,Allocate type 2 whole-descriptor blinking,descriptor pointer; color/style word; interval word,D0.l=1 allocated; 0 no free slot,normal API wrapper into 0x3172,active OS control closure,os_callable_contracts.csv,Verified
active_image_residue,0x3166,unused_text_effect_noop,Returns immediately; no encoded caller or API veneer reaches this entry,void,void; registers preserved,one-instruction RTS entry,No incoming transfer or fixed API veneer in the supplied image,os_residue_contracts.csv,Verified
implementation,0x3168,start_timed_text,Draw a descriptor and allocate type 1 timed removal,descriptor pointer; color/style word; interval word,D0.l=1 allocated; 0 no free slot,normal API wrapper into 0x3172,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x316C,start_progressive_text,Allocate type 3 progressive character drawing,descriptor pointer; color/style word; interval word,D0.l=1 allocated; 0 no free slot,normal API wrapper into 0x3172,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x3172,allocate_text_effect,"Find a free one of four slots and initialize its type, interval, color, counters, and descriptor",D0.b=type; D1.w=interval; descriptor and color in normal stack slots,D0.l=1 allocated; 0 no free slot,shared mixed register/stack entry,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x31D2,display_large_text,Render mapped large-font glyphs for a chained descriptor,descriptor pointer,D0.l=total alpha-cell advance,normal API implementation,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x324E,render_large_glyph_register,Render one mapped large glyph in the orientation selected by A0,D0.w=glyph index; D1.w=color/style; A0=packed strides; A1=alpha destination,D0.w=alpha-cell advance (1 or 2); A1 advanced,register entry,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x32A0,display_large_char_raw,Render one mapped large glyph with the rotated-display stride/attribute mode,alpha destination pointer; glyph index word; color/style word,D0.w=alpha-cell advance (1 or 2),tail-enters register renderer,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x32BC,display_large_char_at,Render one mapped large glyph with the standard-display stride/attribute mode,alpha destination pointer; glyph index word; color/style word,D0.w=alpha-cell advance (1 or 2),tail-enters register renderer,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x32DA,display_large_decimal_value,Format and draw a decimal value with the mapped large font,"coordinate0; coordinate1; value; field width; nonzero=space pad, zero=zero pad; color/style",D0.l=total alpha-cell advance,normal six-slot stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x3310,display_large_hex_value,Format and draw an uppercase hexadecimal value with the mapped large font,"coordinate0; coordinate1; value; field width; nonzero=space pad, zero=zero pad; color/style",D0.l=total alpha-cell advance,normal six-slot veneer sharing the 0x32F2 display tail,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x332A,display_large_text_at,Build a temporary descriptor from coordinates and draw a mapped large-font string,coordinate0; coordinate1; string pointer; color/style,D0.l=total alpha-cell advance,normal four-slot stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x3346,clear_large_text,Clear the alpha cells occupied by a mapped large-font descriptor chain,descriptor pointer,D0.l=alpha-cell span cleared for the final descriptor,normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x3522,init_alpha_display,"Select orientation, reset text effects, and clear the visible alpha surface",void,void,normal API implementation,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x355C,reset_text_effects,Reset full-screen scroll state and all four text-effect slot types/descriptors,void,void,frameless internal entry,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x3586,write_alpha_word,Write a raw word to one indexed alpha VRAM cell,cell index long; value word,void,normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x359A,wait_vblanks,Busy-wait for the requested number of changes to the OS VBLANK counter,count word,void,normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x35B2,set_text_position,Set the two leading descriptor coordinates and clear descriptor repeat byte 6,descriptor pointer; coordinate0; coordinate1,void,normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x35C4,process_coins,"Decode two packed four-channel coin-counter samples, apply the configured multiplier/bonus, and update per-player coin totals and pending credits",previous packed 2-bit counter sample; current packed 2-bit counter sample,void,normal two-slot stack ABI; only each slot's low byte is consumed,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x3706,get_coin_multiplier,Validate the complementary coin-configuration bytes and derive the current coin multiplier,void,"D0.l = multiplier 1-4, or 0 for free play/invalid high setting",normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x3740,calc_health_per_coin,Fold pending credit units into one player's bounded coin accumulator and convert it to health units,player index long,"D0.l = 12 * accumulated coin units / multiplier, or 24 in free play",normal stack ABI; mutates the selected pending and accumulated coin bytes,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x37C2,check_and_deduct_coin,Check whether one player has at least twelve health units of credit and deduct one multiplier group,player index long,"D0.l = 1 on success/free play, 0 when insufficient",normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x3804,check_and_deduct_credits,Check a player's pending-plus-accumulated credit units and consume the requested amount,required credit units long; player index long,"D0.l = 1 on success/free play, 0 when insufficient",normal stack ABI; consumes pending units before accumulated units,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x3860,read_eeprom_setting,Read one difficulty-row histogram byte when that row is available,difficulty threshold/row long; bin index long,"D0.l = byte value, -1 when bin index exceeds 19, or -2 when current difficulty is not above the requested row",normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x38C0,read_game_config,Decode one packed game-configuration item through the descriptor table,configuration index long,D0.l = decoded value; index 13 returns the signed game difficulty byte; indexes above 13 return -1,normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x39B0,read_high_score_entry,Expand one five-byte EEPROM high-score record into the shared score/ASCII work buffer,character class word; rank word,"D0.l = pointer to seven-byte expanded entry, or 0 when rank exceeds 9",normal stack ABI; character class is expected to be 0-3 and is not bounds-checked,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x3A7E,write_high_score_entry,Encode and insert one expanded score/initials record into a class table and queue affected EEPROM regions,character class word; rank word; expanded-entry pointer,"D0.l = 0 success, -1 when rank exceeds 9, or -2 when score exceeds 24 bits",normal stack ABI; character class is expected to be 0-3 and is not bounds-checked,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x3BE8,update_active_player_time_stats,"Accumulate elapsed VBLANKs for active players, periodically fold hours into configuration counters, and update the active mask",active-player bit mask long,D0.l = pointer to the first per-player elapsed-VBLANK counter at 0x904F50,normal stack ABI; queues EEPROM regions when hour counters change,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x3CF6,write_eeprom_setting,Apply the public setting-write policy and delegate packed configuration storage,configuration index long; value long,D0.l = -1 for index above 13; otherwise the delegated writer's observable result,normal stack ABI; indexes below 11 are forcibly written as zero,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x3D18,write_game_config,Pack one configuration value according to the descriptor table and queue affected EEPROM regions,configuration index long; value long,D0.l = -1 for index above 13; a changed ordinary value returns queued region 0 or 1; unchanged-value paths leave an incidental work value,normal stack ABI; index 13 clears difficulty rows and queues their regions,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x3F68,rank_high_score,Compare a 24-bit score against one class's ten EEPROM records,character class word; score long,"D0.l = rank 0-9, 10 when score does not rank, or -1 when score exceeds 24 bits",normal stack ABI; character class is expected to be 0-3 and is not bounds-checked,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x401A,activate_player_time_tracking,Add one player to the active-time mask and immediately account elapsed VBLANKs,player index long,D0.l = pointer to the first per-player elapsed-VBLANK counter at 0x904F50,normal stack ABI; tail result is propagated from 0x3BE8,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x4038,record_player_session_histogram,"Remove a player from active-time tracking, normalize the elapsed session by coin count/difficulty, and increment the corresponding EEPROM histogram bin",player index word in a long slot; coin-count/divisor word in a long slot,void,normal two-slot stack ABI; divisor is capped at 128 and is expected nonzero,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x4184,send_sound_command,Submit a sound command with a direct response destination and byte count,command word; response destination pointer; response byte count word,"D0.l = 1 when accepted, 0 when latch or direct-response channel is busy",normal stack wrapper over 0x4198 register body,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x4198,send_sound_command_register,Submit the packed command/direct-response request already loaded in registers,D0.l = response count in high word and command in low word; A0 = response destination; A1 = sound state base,"D0.l = 1 when accepted, 0 when busy",register entry shared with the 0x4184 wrapper,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x41C8,send_sound_command_wait,Wait until the sound latch is available and submit one command,command word,D0.l = 1,normal stack veneer; D0=0 selects retry in shared body 0x41CE,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x41CC,try_send_sound_command,Attempt one sound-latch submission without waiting,command word,"D0.l = 1 when accepted, 0 when busy",normal stack veneer; D0=1 selects one attempt in shared body 0x41CE,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x41FA,process_sound,"Advance sound-status polling, coin-status delivery, EEPROM processing, and command-3 response polling",void,void,normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x427A,sound_receive_irq_body,Receive one sound byte into the active direct destination or the 15-byte ring,CPU interrupt frame,no scalar result,interrupt entry; saves D0/A0/A1 and returns with RTE,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x42C8,read_sound_data,Pop one byte from the 15-byte sound receive ring,void,"D0.l = next byte, or -1 when empty",normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x42F8,reset_sound_cpu,"Assert sound reset, emit a startup command, clear queue/direct-response state, and release reset",sound control word; startup command word,void,normal two-slot stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x432E,eeprom_process,Advance the VBLANK counter and process at most one verification/write step or one queued asynchronous read,void,void,normal stack ABI; serializes EEPROM writes through unlock register 0x803150,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x44E8,eeprom_init,"Validate the game hook, allocate the difficulty-sized configuration image on the caller stack, load/check/correct redundant EEPROM blocks, and queue repairs",void,"D0.l = 0 initialized, 1 invalid game-hook header, or -1 on terminal initialization/error-state exit","nonstandard persistent stack allocation: removes the return address, reserves the configuration image, then restores the return address below it",active OS control closure,os_callable_contracts.csv,Verified
implementation,0x4674,eeprom_decode_block,Select a ten-byte destination from A2/D3 and decode one thirty-byte redundant EEPROM block with syndrome correction,A2 = configuration image; A3 = EEPROM base; D2 = physical block; D3 = destination record,"D0.l = 0 clean, positive for a correctable syndrome, negative for uncorrectable syndrome; D2 and D3 increment",register-only internal entry; falls into 0x467C shared decoder,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x467C,eeprom_decode_block_to,Decode one thirty-byte redundant EEPROM block into an explicitly supplied ten-byte destination,A1 = destination; A2 = configuration image/error counter context; A3 = EEPROM base; D2 = physical block; D3 = record counter,"D0.l = 0 clean, positive for a correctable syndrome, negative for uncorrectable syndrome; D2 and D3 increment",register-only shared entry used by synchronous reads,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x4770,eeprom_clear_statistics,Clear the 200-byte high-score/statistics area and queue EEPROM regions 4-11,A2 = configuration image,void,register-only initialization helper; tail-enters shared request-bitmap update,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x4784,eeprom_clear_configuration,"Clear configuration bytes 0-9, 16-18, and 20-29 and queue EEPROM regions 0-2",A2 = configuration image,void,register-only initialization helper; tail-enters shared request-bitmap update,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x47A8,eeprom_request_write,Queue one logical EEPROM region by setting its request-bitmap bit,region index long,D0.l = supplied region index,normal stack veneer over 0x47AC register entry,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x47AC,eeprom_request_write_register,Queue one logical EEPROM region already selected in D0,D0.l = region index,D0.l = supplied region index,register-only shared entry,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x47B8,eeprom_clear_difficulty_rows,Clear all allocated difficulty histogram rows and queue their logical EEPROM regions,A2 = configuration image,void,"register-only initialization helper; returns immediately when difficulty is zero, otherwise tail-enters shared request-bitmap update",active OS control closure,os_callable_contracts.csv,Verified
implementation,0x4802,eeprom_check_busy,"Test the write bitmap, asynchronous-read ring, and active byte-write pointer",void,"D0.l = 1 when any EEPROM work is pending, 0 when idle",normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x4822,eeprom_read_block,Read and verify a logical EEPROM block synchronously or enqueue an asynchronous read,"destination pointer; logical block index word; mode long (zero synchronous, nonzero queued)","D0.l = 1 success/queued, 0 invalid/busy/full; synchronous decode also returns -1 correctable syndrome or -2 uncorrectable syndrome",normal mixed-width three-slot stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x4896,wait_vblank_counter_ticks,Wait for a requested number of changes to the EEPROM/VBLANK long counter,tick count word in a long slot,void,normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x48B8,display_text_set_cursor,Draw one string at explicit coordinates and update the operator-UI cursor to its end,coordinate0 low byte; coordinate1 low byte; string pointer,void,normal three-slot stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x4912,display_text_at_cursor,Draw one string at the saved operator-UI cursor and advance that cursor,string pointer,void,normal stack veneer over 0x48B8,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x493C,display_decimal_at_cursor,Draw one trimmed eight-digit decimal value at the saved operator-UI cursor,value long,void,normal stack veneer over 0x4966,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x4966,display_decimal_set_cursor,"Format an eight-digit zero-padded decimal, trim leading zeroes while retaining one digit, draw it at explicit coordinates, and update the cursor",coordinate0 low byte; coordinate1 low byte; value long,void,normal three-slot stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x49C8,option_record_present,Test whether the first two bytes of an option descriptor record are both zero,record pointer,D0.l = bitwise OR of record bytes 0 and 1 (zero means terminator),normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x49E8,find_option_record,Advance through a variable-length option-descriptor stream to one record index,descriptor-stream pointer; record index word,"D0.l = selected record pointer, or 0 at/past the terminator",normal two-slot stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x4A44,render_option_record,"Render one option descriptor's label and selected value, optionally clearing its prior effect",record pointer; current settings word; comparison/default word; display row word; style/clear flags word,"D0.l = pointer to the following record, or 0 for a terminator",normal five-slot stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x4B66,render_option_record_page,Find a starting option record and render one orientation-sized page of records,stream pointer; current settings word; comparison/default word; first record index word; style/clear flags word,void,normal five-slot stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x4BE6,display_next_screen_prompt,Draw the game-specific action label inside the OS 'Press ... for next screen' prompt,void,void,normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x4C38,init_operator_mob_display,Install the eight-word operator-screen MOB template and clear its trailing link word,void,void,normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x4C66,run_statistics_histograms,"Display and navigate per-player difficulty histograms, with optional clearing",nonzero allows clear operation,void,normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x4FA0,display_statistics_play_time,"Sum stored play-time groups, scale large totals safely, and display total time plus active-time percentage",display row word in a long slot,void,normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x5098,run_statistics_summary,Display stored configuration/statistics counters and optionally clear the resettable counters,nonzero allows clear operation,void,normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x522A,run_game_settings_bit_editor,Interactively edit the sixteen raw game-settings bits and store configuration item 12,void,void,normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x5392,draw_game_settings_bits,Draw all sixteen game-settings bits and highlight one selected bit,settings word in a long slot; selected bit index word in a long slot,void,normal two-slot stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x5454,run_statistics_screens,"Initialize operator-screen MOBs, run the statistics summary, then run the histogram viewer",nonzero allows clear operations,void,normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x5476,run_option_descriptor_editor,Render and interactively edit a variable-length option-descriptor stream,descriptor-stream pointer; current settings word; comparison/default settings word,D0.l = edited settings word,normal three-slot stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x58C6,run_game_options,Initialize the operator display and edit configuration item 12 through a descriptor stream or the raw-bit fallback,"descriptor-stream pointer, or null for raw-bit editor","D0.l = observable delegated setting-writer result, not the edited word",normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
implementation,0x593C,run_coin_options,"Initialize the operator display, edit configuration item 11 through the built-in coin-options stream, and store it",void,"D0.l = observable delegated setting-writer result, not the edited word",normal stack ABI,active OS control closure,os_callable_contracts.csv,Verified
retained_module,0x8000,legacy_monster_object_update,"Walks legacy MOB lists, updates monster/object animation and movement state, and invokes the module's collision/path workers",object-list selector word,void,normal stack ABI; module has no Gauntlet II caller,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
retained_module,0x8702,legacy_monster_choose_direction,"Chooses a direction from nearby player positions, validates terrain interactions, and schedules the legacy move/path operation",D2.w object byte offset; inherited A2-A6 VRAM/state bases,updates object direction/path state; condition codes,register worker reached only from 0x8000,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
retained_module,0x89AA,legacy_four_cell_occupied_test,Tests four consecutive cells against the primary and alternate occupancy arrays,D4.w first cell byte offset; inherited A2 and alternate occupancy base,condition codes from first clear/occupied result,register leaf,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
retained_module,0x89E6,legacy_position_in_active_bounds,Checks a wrapped position against the legacy active-screen bounds,D4.b horizontal; D5.b vertical,D4.l=-1 inside wrapped active window; 0 outside,register leaf,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
retained_module,0x8A12,legacy_set_direction_from_delta,Derives one of eight direction encodings from signed horizontal/vertical deltas,D2.w object byte offset; D3.w candidate offset; A3/A4 positions; A6 state,void; direction bits updated in A6[D2],register leaf,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
