site,owners,kind,opcode,target,target_name,register_source,classification,confidence
0x25B0,run_sound_test,jsr,jsr (a2),0x2E36,display_text,"movea.l 0x2e36, a2",constant_internal_root,Verified
0x25BA,run_sound_test,jsr,jsr 0x113e.l,0x113E,read_debounced_input,,direct_internal_root,Verified
0x25F0,run_sound_test,jsr,jsr 0x27f4.l,0x27F4,wait_sound_test_delay_or_abort,,direct_internal_root,Verified
0x264C,run_sound_test,jsr,jsr 0x27ac.l,0x27AC,send_sound_test_command_wait,,direct_internal_root,Verified
0x2678,run_sound_test,jsr,jsr 0x2eea.l,0x2EEA,display_hex_value,,direct_internal_root,Verified
0x269A,run_sound_test,jsr,jsr 0x2eea.l,0x2EEA,display_hex_value,,direct_internal_root,Verified
0x26BC,run_sound_test,jsr,jsr 0x2eea.l,0x2EEA,display_hex_value,,direct_internal_root,Verified
0x26DE,run_sound_test,jsr,jsr 0x2eea.l,0x2EEA,display_hex_value,,direct_internal_root,Verified
0x26FC,run_sound_test,jsr,jsr 0x2eb4.l,0x2EB4,display_decimal_value,,direct_internal_root,Verified
0x2714,run_sound_test,jsr,jsr (a2),0x2E36,display_text,"movea.l 0x2e36, a2",constant_internal_root,Verified
0x272A,run_sound_test,jsr,jsr (a2),0x2E36,display_text,"movea.l 0x2e36, a2",constant_internal_root,Verified
0x273E,run_sound_test,jsr,jsr (a2),0x2E36,display_text,"movea.l 0x2e36, a2",constant_internal_root,Verified
0x2752,run_sound_test,jsr,jsr (a2),0x2E36,display_text,"movea.l 0x2e36, a2",constant_internal_root,Verified
0x276E,run_sound_test,jsr,jsr (a2),0x2E36,display_text,"movea.l 0x2e36, a2",constant_internal_root,Verified
0x277C,run_sound_test,jsr,jsr (a2),0x2E36,display_text,"movea.l 0x2e36, a2",constant_internal_root,Verified
0x278C,run_sound_test,jsr,jsr 0x2190.l,0x2190,wait_os_vblank,,direct_internal_root,Verified
0x279C,run_sound_test,jsr,jsr (a3),0x30F4,stop_text_effect,"movea.l 0x30f4, a3",constant_internal_root,Verified
0x280A,wait_sound_test_delay_or_abort,jsr,jsr 0x2190.l,0x2190,wait_os_vblank,,direct_internal_root,Verified
0x2812,wait_sound_test_delay_or_abort,jsr,jsr 0x113e.l,0x113E,read_debounced_input,,direct_internal_root,Verified
0x284A,display_ram_error_detail,jsr,jsr 0x2e36.l,0x2E36,display_text,,direct_internal_root,Verified
0x285C,display_ram_error_detail,jsr,jsr 0x2e36.l,0x2E36,display_text,,direct_internal_root,Verified
0x2878,display_ram_error_detail,jsr,jsr 0x2eea.l,0x2EEA,display_hex_value,,direct_internal_root,Verified
0x2898,display_ram_error_detail,jsr,jsr 0x2eea.l,0x2EEA,display_hex_value,,direct_internal_root,Verified
0x28BA,display_ram_error_detail,jsr,jsr 0x2eea.l,0x2EEA,display_hex_value,,direct_internal_root,Verified
0x2908,display_two_byte_hex_pair,jsr,jsr 0x2eea.l,0x2EEA,display_hex_value,,direct_internal_root,Verified
0x2C12,process_text_effects,jmp,"jmp 0x2c16(pc, d1.w)",0x2C22;0x2C32;0x2C64;0x2C82;0x2CC4;0x2CD0,text_effect_case_timed_clear;text_effect_case_blink;text_effect_case_progressive_draw;text_effect_case_progressive_clear;text_effect_case_rotate_forward;text_effect_case_rotate_reverse,signed-word offset table at 0x2C16,text_effect_computed_dispatch,Verified
0x3746,calc_health_per_coin,jsr,jsr 0x3706.l,0x3706,get_coin_multiplier,,direct_internal_root,Verified
0x37CA,check_and_deduct_coin,jsr,jsr 0x3706.l,0x3706,get_coin_multiplier,,direct_internal_root,Verified
0x37E6,check_and_deduct_coin,jsr,jsr 0x3740.l,0x3740,calc_health_per_coin,,direct_internal_root,Verified
0x3810,check_and_deduct_credits,jsr,jsr 0x3706.l,0x3706,get_coin_multiplier,,direct_internal_root,Verified
0x3BB2,write_high_score_entry,jsr,jsr 0x47a8.l,0x47A8,eeprom_request_write,,direct_internal_root,Verified
0x3BCA,write_high_score_entry,jsr,jsr 0x47a8.l,0x47A8,eeprom_request_write,,direct_internal_root,Verified
0x3C48,update_active_player_time_stats,jsr,jsr 0x38c0.l,0x38C0,read_game_config,,direct_internal_root,Verified
0x3C58,update_active_player_time_stats,jsr,jsr 0x3d18.l,0x3D18,write_game_config,,direct_internal_root,Verified
0x3CA4,update_active_player_time_stats,jsr,jsr 0x38c0.l,0x38C0,read_game_config,,direct_internal_root,Verified
0x3CBA,update_active_player_time_stats,jsr,jsr 0x3d18.l,0x3D18,write_game_config,,direct_internal_root,Verified
0x3CD6,update_active_player_time_stats,jsr,jsr 0x47a8.l,0x47A8,eeprom_request_write,,direct_internal_root,Verified
0x3CE0,update_active_player_time_stats,jsr,jsr 0x47a8.l,0x47A8,eeprom_request_write,,direct_internal_root,Verified
0x3D0C,write_eeprom_setting,jsr,jsr 0x3d18.l,0x3D18,write_game_config,,direct_internal_root,Verified
0x3DC0,write_game_config,jsr,jsr (a2),0x47A8,eeprom_request_write,"movea.l 0x47a8, a2",constant_internal_root,Verified
0x3DE2,write_game_config,jsr,jsr 0x38c0.l,0x38C0,read_game_config,,direct_internal_root,Verified
0x3E4C,write_game_config,jsr,jsr (a2),0x47A8,eeprom_request_write,"movea.l 0x47a8, a2",constant_internal_root,Verified
0x3E94,write_game_config,jsr,jsr (a2),0x47A8,eeprom_request_write,"movea.l 0x47a8, a2",constant_internal_root,Verified
0x3F5C,write_game_config,jsr,jsr (a2),0x47A8,eeprom_request_write,"movea.l 0x47a8, a2",constant_internal_root,Verified
0x402E,activate_player_time_tracking,jsr,jsr 0x3be8.l,0x3BE8,update_active_player_time_stats,,direct_internal_root,Verified
0x4074,record_player_session_histogram,jsr,jsr 0x3be8.l,0x3BE8,update_active_player_time_stats,,direct_internal_root,Verified
0x4116,record_player_session_histogram,jsr,jsr 0x47a8.l,0x47A8,eeprom_request_write,,direct_internal_root,Verified
0x412A,record_player_session_histogram,jsr,jsr 0x47a8.l,0x47A8,eeprom_request_write,,direct_internal_root,Verified
0x416C,record_player_session_histogram,jsr,jsr 0x47a8.l,0x47A8,eeprom_request_write,,direct_internal_root,Verified
0x4216,process_sound,jsr,jsr 0x35c4.l,0x35C4,process_coins,,direct_internal_root,Verified
0x423E,process_sound,jsr,jsr 0x432e.l,0x432E,eeprom_process,,direct_internal_root,Verified
0x4252,process_sound,jsr,jsr 0x4198.l,0x4198,send_sound_command_register,,direct_internal_root,Verified
0x47E4,eeprom_init,jsr,jsr 0x432e.l,0x432E,eeprom_process,,direct_internal_root,Verified
0x4904,display_text_set_cursor,jsr,jsr 0x2e36.l,0x2E36,display_text,,direct_internal_root,Verified
0x4930,display_text_at_cursor,jsr,jsr 0x48b8.l,0x48B8,display_text_set_cursor,,direct_internal_root,Verified
0x495A,display_decimal_at_cursor,jsr,jsr 0x4966.l,0x4966,display_decimal_set_cursor,,direct_internal_root,Verified
0x4986,display_decimal_set_cursor,jsr,jsr 0x2abe.l,0x2ABE,format_decimal,,direct_internal_root,Verified
0x49B6,display_decimal_set_cursor,jsr,jsr 0x48b8.l,0x48B8,display_text_set_cursor,,direct_internal_root,Verified
0x49F8,find_option_record,jsr,jsr 0x49c8.l,0x49C8,option_record_present,,direct_internal_root,Verified
0x4A2C,find_option_record,jsr,jsr 0x49c8.l,0x49C8,option_record_present,,direct_internal_root,Verified
0x4A8C,render_option_record,jsr,jsr 0x49c8.l,0x49C8,option_record_present,,direct_internal_root,Verified
0x4ACC,render_option_record,jsr,jsr 0x30f4.l,0x30F4,stop_text_effect,,direct_internal_root,Verified
0x4AE8,render_option_record,jsr,jsr 0x2e36.l,0x2E36,display_text,,direct_internal_root,Verified
0x4B2A,render_option_record,jsr,jsr 0x30f4.l,0x30F4,stop_text_effect,,direct_internal_root,Verified
0x4B46,render_option_record,jsr,jsr 0x2e36.l,0x2E36,display_text,,direct_internal_root,Verified
0x4B80,render_option_record_page,jsr,jsr 0x49e8.l,0x49E8,find_option_record,,direct_internal_root,Verified
0x4B8A,render_option_record_page,jsr,jsr 0x49c8.l,0x49C8,option_record_present,,direct_internal_root,Verified
0x4BCA,render_option_record_page,jsr,jsr 0x4a44.l,0x4A44,render_option_record,,direct_internal_root,Verified
0x4C08,display_next_screen_prompt,jsr,jsr 0x48b8.l,0x48B8,display_text_set_cursor,,direct_internal_root,Verified
0x4C14,display_next_screen_prompt,jsr,jsr 0x4912.l,0x4912,display_text_at_cursor,,direct_internal_root,Verified
0x4C2A,display_next_screen_prompt,jsr,jsr 0x48b8.l,0x48B8,display_text_set_cursor,,direct_internal_root,Verified
0x4C92,run_statistics_histograms,jsr,jsr 0x3522.l,0x3522,init_alpha_display,,direct_internal_root,Verified
0x4CB2,run_statistics_histograms,jsr,jsr (a2),0x48B8,display_text_set_cursor,"movea.l 0x48b8, a2",constant_internal_root,Verified
0x4CBA,run_statistics_histograms,jsr,jsr 0x493c.l,0x493C,display_decimal_at_cursor,,direct_internal_root,Verified
0x4D3A,run_statistics_histograms,jsr,jsr 0x4966.l,0x4966,display_decimal_set_cursor,,direct_internal_root,Verified
0x4D52,run_statistics_histograms,jsr,jsr (a2),0x48B8,display_text_set_cursor,"movea.l 0x48b8, a2",constant_internal_root,Verified
0x4D70,run_statistics_histograms,jsr,jsr 0x4966.l,0x4966,display_decimal_set_cursor,,direct_internal_root,Verified
0x4D8A,run_statistics_histograms,jsr,jsr (a2),0x48B8,display_text_set_cursor,"movea.l 0x48b8, a2",constant_internal_root,Verified
0x4DC4,run_statistics_histograms,jsr,jsr 0x3860.l,0x3860,read_eeprom_setting,,direct_internal_root,Verified
0x4DDE,run_statistics_histograms,jsr,jsr 0x4966.l,0x4966,display_decimal_set_cursor,,direct_internal_root,Verified
0x4E1C,run_statistics_histograms,jsr,jsr 0x3860.l,0x3860,read_eeprom_setting,,direct_internal_root,Verified
0x4E68,run_statistics_histograms,jsr,jsr 0x3044.l,0x3044,write_alpha_char,,direct_internal_root,Verified
0x4E92,run_statistics_histograms,jsr,jsr 0x3044.l,0x3044,write_alpha_char,,direct_internal_root,Verified
0x4EE0,run_statistics_histograms,jsr,jsr (a2),0x48B8,display_text_set_cursor,"movea.l 0x48b8, a2",constant_internal_root,Verified
0x4EE8,run_statistics_histograms,jsr,jsr 0x4912.l,0x4912,display_text_at_cursor,,direct_internal_root,Verified
0x4F00,run_statistics_histograms,jsr,jsr (a2),0x48B8,display_text_set_cursor,"movea.l 0x48b8, a2",constant_internal_root,Verified
0x4F06,run_statistics_histograms,jsr,jsr 0x4be6.l,0x4BE6,display_next_screen_prompt,,direct_internal_root,Verified
0x4F20,run_statistics_histograms,jsr,jsr (a2),0x48B8,display_text_set_cursor,"movea.l 0x48b8, a2",constant_internal_root,Verified
0x4F28,run_statistics_histograms,jsr,jsr 0x4912.l,0x4912,display_text_at_cursor,,direct_internal_root,Verified
0x4F40,run_statistics_histograms,jsr,jsr (a2),0x48B8,display_text_set_cursor,"movea.l 0x48b8, a2",constant_internal_root,Verified
0x4F48,run_statistics_histograms,jsr,jsr 0x113e.l,0x113E,read_debounced_input,,direct_internal_root,Verified
0x4F76,run_statistics_histograms,jsr,jsr 0x3cf6.l,0x3CF6,write_eeprom_setting,,direct_internal_root,Verified
0x4F86,run_statistics_histograms,jsr,jsr 0x4896.l,0x4896,wait_vblank_counter_ticks,,direct_internal_root,Verified
0x4FB4,display_statistics_play_time,jsr,jsr 0x38c0.l,0x38C0,read_game_config,,direct_internal_root,Verified
0x4FCC,display_statistics_play_time,jsr,jsr 0x38c0.l,0x38C0,read_game_config,,direct_internal_root,Verified
0x4FF6,display_statistics_play_time,jsr,jsr 0x48b8.l,0x48B8,display_text_set_cursor,,direct_internal_root,Verified
0x4FFE,display_statistics_play_time,jsr,jsr 0x493c.l,0x493C,display_decimal_at_cursor,,direct_internal_root,Verified
0x5074,display_statistics_play_time,jsr,jsr 0x48b8.l,0x48B8,display_text_set_cursor,,direct_internal_root,Verified
0x507C,display_statistics_play_time,jsr,jsr 0x493c.l,0x493C,display_decimal_at_cursor,,direct_internal_root,Verified
0x5088,display_statistics_play_time,jsr,jsr 0x4912.l,0x4912,display_text_at_cursor,,direct_internal_root,Verified
0x50AA,run_statistics_summary,jsr,jsr 0x113e.l,0x113E,read_debounced_input,,direct_internal_root,Verified
0x50CC,run_statistics_summary,jsr,jsr 0x3cf6.l,0x3CF6,write_eeprom_setting,,direct_internal_root,Verified
0x50E4,run_statistics_summary,jsr,jsr 0x3522.l,0x3522,init_alpha_display,,direct_internal_root,Verified
0x510A,run_statistics_summary,jsr,jsr (a2),0x48B8,display_text_set_cursor,"movea.l 0x48b8, a2",constant_internal_root,Verified
0x512C,run_statistics_summary,jsr,jsr (a2),0x48B8,display_text_set_cursor,"movea.l 0x48b8, a2",constant_internal_root,Verified
0x5130,run_statistics_summary,jsr,jsr 0x38c0.l,0x38C0,read_game_config,,direct_internal_root,Verified
0x5150,run_statistics_summary,jsr,jsr 0x4966.l,0x4966,display_decimal_set_cursor,,direct_internal_root,Verified
0x5172,run_statistics_summary,jsr,jsr 0x3162.l,0x3162,start_blink_text,,direct_internal_root,Verified
0x5198,run_statistics_summary,jsr,jsr (a2),0x48B8,display_text_set_cursor,"movea.l 0x48b8, a2",constant_internal_root,Verified
0x51A0,run_statistics_summary,jsr,jsr 0x4912.l,0x4912,display_text_at_cursor,,direct_internal_root,Verified
0x51B6,run_statistics_summary,jsr,jsr (a2),0x48B8,display_text_set_cursor,"movea.l 0x48b8, a2",constant_internal_root,Verified
0x51DC,run_statistics_summary,jsr,jsr (a2),0x48B8,display_text_set_cursor,"movea.l 0x48b8, a2",constant_internal_root,Verified
0x51E4,run_statistics_summary,jsr,jsr 0x4912.l,0x4912,display_text_at_cursor,,direct_internal_root,Verified
0x51FA,run_statistics_summary,jsr,jsr (a2),0x48B8,display_text_set_cursor,"movea.l 0x48b8, a2",constant_internal_root,Verified
0x5202,run_statistics_summary,jsr,jsr 0x4be6.l,0x4BE6,display_next_screen_prompt,,direct_internal_root,Verified
0x520A,run_statistics_summary,jsr,jsr 0x4fa0.l,0x4FA0,display_statistics_play_time,,direct_internal_root,Verified
0x5218,run_statistics_summary,jsr,jsr 0x4896.l,0x4896,wait_vblank_counter_ticks,,direct_internal_root,Verified
0x5234,run_game_settings_bit_editor,jsr,jsr 0x38c0.l,0x38C0,read_game_config,,direct_internal_root,Verified
0x523C,run_game_settings_bit_editor,jsr,jsr 0x3522.l,0x3522,init_alpha_display,,direct_internal_root,Verified
0x525E,run_game_settings_bit_editor,jsr,jsr 0x2e36.l,0x2E36,display_text,,direct_internal_root,Verified
0x5280,run_game_settings_bit_editor,jsr,jsr 0x2e36.l,0x2E36,display_text,,direct_internal_root,Verified
0x5292,run_game_settings_bit_editor,jsr,jsr 0x48b8.l,0x48B8,display_text_set_cursor,,direct_internal_root,Verified
0x52A4,run_game_settings_bit_editor,jsr,jsr 0x48b8.l,0x48B8,display_text_set_cursor,,direct_internal_root,Verified
0x52B6,run_game_settings_bit_editor,jsr,jsr 0x5392.l,0x5392,draw_game_settings_bits,,direct_internal_root,Verified
0x52C2,run_game_settings_bit_editor,jsr,jsr 0x113e.l,0x113E,read_debounced_input,,direct_internal_root,Verified
0x5324,run_game_settings_bit_editor,jsr,jsr 0x5392.l,0x5392,draw_game_settings_bits,,direct_internal_root,Verified
0x533E,run_game_settings_bit_editor,jsr,jsr 0x38c0.l,0x38C0,read_game_config,,direct_internal_root,Verified
0x534C,run_game_settings_bit_editor,jsr,jsr 0x5392.l,0x5392,draw_game_settings_bits,,direct_internal_root,Verified
0x5362,run_game_settings_bit_editor,jsr,jsr 0x4896.l,0x4896,wait_vblank_counter_ticks,,direct_internal_root,Verified
0x536E,run_game_settings_bit_editor,jsr,jsr 0x4896.l,0x4896,wait_vblank_counter_ticks,,direct_internal_root,Verified
0x5384,run_game_settings_bit_editor,jsr,jsr 0x3cf6.l,0x3CF6,write_eeprom_setting,,direct_internal_root,Verified
0x5416,draw_game_settings_bits,jsr,jsr 0x3044.l,0x3044,write_alpha_char,,direct_internal_root,Verified
0x5436,draw_game_settings_bits,jsr,jsr 0x3044.l,0x3044,write_alpha_char,,direct_internal_root,Verified
0x545A,run_statistics_screens,jsr,jsr 0x4c38.l,0x4C38,init_operator_alpha_palette,,direct_internal_root,Verified
0x5462,run_statistics_screens,jsr,jsr 0x5098.l,0x5098,run_statistics_summary,,direct_internal_root,Verified
0x546A,run_statistics_screens,jsr,jsr 0x4c66.l,0x4C66,run_statistics_histograms,,direct_internal_root,Verified
0x54C0,run_option_descriptor_editor,jsr,jsr (a2),0x48B8,display_text_set_cursor,"movea.l 0x48b8, a2",constant_internal_root,Verified
0x54D4,run_option_descriptor_editor,jsr,jsr (a2),0x48B8,display_text_set_cursor,"movea.l 0x48b8, a2",constant_internal_root,Verified
0x54E6,run_option_descriptor_editor,jsr,jsr (a2),0x48B8,display_text_set_cursor,"movea.l 0x48b8, a2",constant_internal_root,Verified
0x54FA,run_option_descriptor_editor,jsr,jsr (a2),0x48B8,display_text_set_cursor,"movea.l 0x48b8, a2",constant_internal_root,Verified
0x5518,run_option_descriptor_editor,jsr,jsr 0x49e8.l,0x49E8,find_option_record,,direct_internal_root,Verified
0x5552,run_option_descriptor_editor,jsr,jsr 0x4b66.l,0x4B66,render_option_record_page,,direct_internal_root,Verified
0x5572,run_option_descriptor_editor,jsr,jsr 0x4a44.l,0x4A44,render_option_record,,direct_internal_root,Verified
0x55AC,run_option_descriptor_editor,jsr,jsr (a2),0x48B8,display_text_set_cursor,"movea.l 0x48b8, a2",constant_internal_root,Verified
0x55BE,run_option_descriptor_editor,jsr,jsr 0x113e.l,0x113E,read_debounced_input,,direct_internal_root,Verified
0x55DA,run_option_descriptor_editor,jsr,jsr 0x4896.l,0x4896,wait_vblank_counter_ticks,,direct_internal_root,Verified
0x56AE,run_option_descriptor_editor,jsr,jsr 0x4b66.l,0x4B66,render_option_record_page,,direct_internal_root,Verified
0x570E,run_option_descriptor_editor,jsr,jsr 0x4b66.l,0x4B66,render_option_record_page,,direct_internal_root,Verified
0x571E,run_option_descriptor_editor,jsr,jsr 0x49e8.l,0x49E8,find_option_record,,direct_internal_root,Verified
0x5748,run_option_descriptor_editor,jsr,jsr (a2),0x48B8,display_text_set_cursor,"movea.l 0x48b8, a2",constant_internal_root,Verified
0x5788,run_option_descriptor_editor,jsr,jsr (a2),0x48B8,display_text_set_cursor,"movea.l 0x48b8, a2",constant_internal_root,Verified
0x5888,run_option_descriptor_editor,jsr,jsr 0x4a44.l,0x4A44,render_option_record,,direct_internal_root,Verified
0x58AA,run_option_descriptor_editor,jsr,jsr 0x4a44.l,0x4A44,render_option_record,,direct_internal_root,Verified
0x58CC,run_game_options,jsr,jsr 0x3522.l,0x3522,init_alpha_display,,direct_internal_root,Verified
0x58D2,run_game_options,jsr,jsr 0x4c38.l,0x4C38,init_operator_alpha_palette,,direct_internal_root,Verified
0x58F2,run_game_options,jsr,jsr 0x2e36.l,0x2E36,display_text,,direct_internal_root,Verified
0x58FE,run_game_options,jsr,jsr 0x522a.l,0x522A,run_game_settings_bit_editor,,direct_internal_root,Verified
0x5914,run_game_options,jsr,jsr 0x38c0.l,0x38C0,read_game_config,,direct_internal_root,Verified
0x5920,run_game_options,jsr,jsr 0x5476.l,0x5476,run_option_descriptor_editor,,direct_internal_root,Verified
0x5930,run_game_options,jsr,jsr 0x3cf6.l,0x3CF6,write_eeprom_setting,,direct_internal_root,Verified
0x593C,run_coin_options,jsr,jsr 0x3522.l,0x3522,init_alpha_display,,direct_internal_root,Verified
0x5942,run_coin_options,jsr,jsr 0x4c38.l,0x4C38,init_operator_alpha_palette,,direct_internal_root,Verified
0x5962,run_coin_options,jsr,jsr 0x2e36.l,0x2E36,display_text,,direct_internal_root,Verified
0x596E,run_coin_options,jsr,jsr 0x38c0.l,0x38C0,read_game_config,,direct_internal_root,Verified
0x597E,run_coin_options,jsr,jsr 0x5476.l,0x5476,run_option_descriptor_editor,,direct_internal_root,Verified
0x598E,run_coin_options,jsr,jsr 0x3cf6.l,0x3CF6,write_eeprom_setting,,direct_internal_root,Verified
