literal_address,linear_sites,callable_examples,covering_flags,status,confidence
0x90491F,0x41C52;0x41CFC;0x41D46;0x41E8A;0x41F30;0x41F64;0x42092;0x42138;0x42182;0x422C6;0x42370;0x423A4,calc_direction@0x51110;calc_direction@0x51148;corner_squeeze_geometry@0x500A2;get_random_maze_flags@0x436E6;maze_new_level_setup@0x439B0;maze_place_object_types@0x5E7E2,ram.level_flags;ram.level_flags_4,exact_union_match,Verified
0x904920,0x4064A;0x41DF6;0x41FFE;0x42232;0x4243E;0x42DFC;0x4469E;0x446CE;0x44718;0x47B52;0x49E24;0x4A8AA,character_select_input_update@0x42DFC;corner_squeeze_geometry@0x4FEE8;input_debounce@0x4064A;main_attract@0x4469E;main_attract@0x446CE;main_attract@0x44718,ram.player_input_raw,exact_union_match,Verified
0x904922,0x40666;0x44618;0x44648;0x44780;0x447FA,input_debounce@0x40666;main_attract@0x44618;main_attract@0x44648;main_attract@0x44780;main_attract@0x447FA,ram.player_input_raw,exact_union_match,Verified
0x904924,0x40682;0x4462C;0x4465C;0x44798;0x44812,input_debounce@0x40682;main_attract@0x4462C;main_attract@0x4465C;main_attract@0x44798;main_attract@0x44812,ram.player_input_raw,exact_union_match,Verified
0x904926,0x4069E;0x41B16;0x446B2;0x446E2;0x44730,find_unused_shot@0x41B16;input_debounce@0x4069E;main_attract@0x446B2;main_attract@0x446E2;main_attract@0x44730,ram.player_input_raw,exact_union_match,Verified
0x904928,0x40F68;0x43458;0x43FE4;0x440C8;0x440EC;0x440FA;0x44C8C;0x466FE;0x46CBE;0x48026;0x482A8;0x48508,main_exit_move@0x528AE;main_health_countdown@0x466FE;main_move_monsters@0x49048;main_move_players@0x4A6E6;main_scroll_playfield@0x46CBE;main_start_game@0x48026,ram.level_players_active,exact_union_match,Verified
0x90492A,0x47510;0x47520;0x490FE,main_handle_shots@0x47510;main_handle_shots@0x47520;monster_create_shot@0x490FE,ram.shot_timer_next,exact_union_match,Verified
0x90493A,0x47178;0x47188;0x494BA;0x494CC,main_score_update@0x47178;main_score_update@0x47188;playfield_showscore@0x494BA;playfield_showscore@0x494CC,ram.score_display_timer,exact_union_match,Verified
0x904940,0x5DCD0;0x5DFBC;0x5E0C4,insert_mob_depth_sorted@0x5DFBC;mob_depth_remove@0x5E0C4;mob_place_explosion@0x5DFBC;moblist_insert@0x5DCD0,ram.mob_depth_key;ram.score_display_timer,exact_union_match,Verified
0x904942,0x47552;0x47A82;0x47AE8;0x53CE8,main_handle_shots@0x47552;main_handle_shots@0x47A82;main_handle_shots@0x47AE8;shot_reflect_calc@0x53CE8,ram.mob_depth_key,exact_union_match,Verified
0x90497C,0x473D6;0x473EE;0x47CE8;0x47F98,main_score_update@0x473D6;main_score_update@0x473EE;shot_impact_spawn@0x47F98;tport_cycle_start@0x47CE8,ram.mob_depth_key;ram.mob_effect_anim_counter,exact_union_match,Verified
0x904980,0x42BAE;0x42BEC;0x42C0C;0x43446;0x448A8;0x455F4;0x4562C;0x457FE;0x45848;0x45A9A;0x46704;0x4841E,coincheck@0x42BAE;coincheck@0x42BEC;coincheck@0x42C0C;dragon_choose_move_direction@0x53EB6;draw_player_health@0x45A9A;main_attract@0x448A8,ram.player_health,exact_union_match,Verified
0x904984,0x42BB6;0x448B2,coincheck@0x42BB6;main_attract@0x448B2,ram.player_health,exact_union_match,Verified
0x904988,0x42BBE;0x448BC,coincheck@0x42BBE;main_attract@0x448BC,ram.player_health,exact_union_match,Verified
0x90498C,0x42BC6;0x448C6,coincheck@0x42BC6;main_attract@0x448C6,ram.player_health,exact_union_match,Verified
0x904990,0x4163C;0x43438;0x4596A;0x46A38;0x4894E;0x48B8C;0x4D596;0x4D780;0x4E56C;0x52160,draw_player_score@0x4596A;main_health_countdown@0x46A38;monsters_everything@0x4163C;player_add_score_with_mult@0x52160;player_coindrop@0x4894E;player_resetall@0x43438,ram.player_score,exact_union_match,Verified
0x9049A0,0x42CC4;0x42CD4;0x42E06;0x43382;0x44582;0x4458C;0x44930;0x4493C;0x44CAE;0x44CBA;0x44DF4;0x4552A,character_select_input_update@0x42E06;coincheck@0x42CC4;coincheck@0x42CD4;dragon_choose_move_direction@0x53EC6;highscore_check@0x49DA0;main_attract@0x44582,ram.player_status,exact_union_match,Verified
0x9049A1,0x44596;0x445A0;0x44946;0x44952;0x44CC4;0x44CD0;0x48042;0x48070;0x52E6A,main_attract@0x44596;main_attract@0x445A0;main_attract@0x44946;main_attract@0x44952;main_start_game@0x48042;main_start_game@0x48070,ram.player_status,exact_union_match,Verified
0x9049A2,0x445AA;0x445B4;0x4495C;0x44968;0x44CDA;0x44CE6;0x4803A;0x48068;0x52E74,main_attract@0x445AA;main_attract@0x445B4;main_attract@0x4495C;main_attract@0x44968;main_start_game@0x4803A;main_start_game@0x48068,ram.player_status,exact_union_match,Verified
0x9049A3,0x445BE;0x445C8;0x44970;0x4497C;0x44CF0;0x44CFC;0x48032;0x48060;0x52E7E,main_attract@0x445BE;main_attract@0x445C8;main_attract@0x44970;main_attract@0x4497C;main_start_game@0x48032;main_start_game@0x48060,ram.player_status,exact_union_match,Verified
0x9049A4,0x48DA4;0x4A604;0x522B6;0x52474;0x525D8;0x53694;0x5FE02,main_move_players@0x4A604;player_create_shot@0x53694;player_start_inner@0x48DA4;supersorc_place@0x5FE02,ram.player_facing_dir,exact_union_match,Verified
0x9049AC,0x47BF0;0x4A9A4;0x4AA30;0x4AB0C;0x4B0AA;0x5136C;0x521A2,main_handle_shots@0x47BF0;main_move_players@0x4A9A4;main_move_players@0x4AA30;main_move_players@0x4AB0C;mob_collision_test@0x521A2;player_tile_interact@0x5136C,ram.player_fighting_dir,exact_union_match,Verified
0x9049B4,0x47B90;0x47BE0;0x4A972;0x4A9C0;0x4AB90;0x4AC04,main_handle_shots@0x47B90;main_handle_shots@0x47BE0;main_move_players@0x4A972;main_move_players@0x4A9C0;main_move_players@0x4AB90;main_move_players@0x4AC04,ram.player_shooting,exact_union_match,Verified
0x9049BC,0x47BB2;0x47BD2;0x4A5FE;0x522CA;0x52488;0x525EC;0x52DA8,main_handle_shots@0x47BB2;main_handle_shots@0x47BD2;main_move_players@0x4A5FE;player_exit_sequence@0x52DA8,ram.player_anim_counter,exact_union_match,Verified
0x9049C4,0x409C6;0x47636;0x4769E;0x476D2;0x4774C;0x4778E;0x47834;0x4915C;0x4B4BC;0x4E9EC;0x4EA22;0x4FD3E,dragon_fire_setup@0x547D2;main_handle_shots@0x47636;main_handle_shots@0x4769E;main_handle_shots@0x476D2;main_handle_shots@0x4774C;main_handle_shots@0x4778E,ram.shot_direction,exact_union_match,Verified
0x9049DC,0x41762;0x41DAC;0x41DDE;0x41FB4;0x41FE6;0x421E8;0x4221A;0x423F4;0x42426;0x45872;0x458E6;0x469BA,main_health_countdown@0x469BA;main_health_countdown@0x469C4;main_move_players@0x4A6D6;main_move_players@0x4A6DE;monster_find_and_shoot@0x41762;player_exit_sequence@0x52B70,ram.it_player,exact_union_match,Verified
0x9049DE,0x4150E;0x416DA;0x44B2A;0x5DD06;0x5DD0C;0x5DE82;0x5DE8A;0x5DF12;0x5DF1A;0x5DFEE;0x5DFF4;0x5E0B6,insert_mob_depth_sorted@0x5DFEE;insert_mob_depth_sorted@0x5DFF4;maze_setupnew@0x44B2A;mob_depth_remove@0x5E0B6;mob_depth_remove@0x5E0BE;mob_place_explosion@0x5DFEE,ram.mob_depth_list_head,exact_union_match,Verified
0x9049E0,0x4396C;0x43E70;0x44AD4;0x48C10,maze_new_level_setup@0x4396C;maze_scan_objects@0x43E70;maze_setupnew@0x44AD4;player_start_inner@0x48C10,ram.maze_player_start_slot,exact_union_match,Verified
0x9049E2,0x42BA4;0x432A4;0x444B2;0x4460E;0x4463E;0x44694;0x446C4;0x453A8;0x453D0;0x45414;0x45644;0x456B0,coincheck@0x42BA4;main_attract@0x4460E;main_attract@0x4463E;main_attract@0x44694;main_attract@0x446C4;main_start_game@0x4846A,ram.two_player_mode,exact_union_match,Verified
0x9049E4,0x44244;0x449F6;0x4C462;0x4C4B2,attract_demo_init@0x449F6;dialog_first_encounter@0x4C462;dialog_first_encounter@0x4C4B2;start_attract_to_game@0x44244,ram.dialog_first_encounter_flags,exact_union_match,Verified
0x9049E8,0x44E80;0x44F32;0x4504E;0x450D4;0x45142;0x451B4;0x4D2BC;0x4D2DC;0x4D2E4;0x4D30C;0x4D456;0x52E88,main_treasure_timer@0x4D2BC;main_treasure_timer@0x4D2DC;main_treasure_timer@0x4D2E4;main_treasure_timer@0x4D30C;main_treasure_timer@0x4D456;player_exit_sequence@0x52E88,ram.treasure_timer,exact_union_match,Verified
0x9049EA,0x42B78;0x42B84,coincheck@0x42B78;coincheck@0x42B84,ram.last_coin_state,exact_union_match,Verified
0x9049EE,0x42D12;0x42DD6;0x4AD7C;0x4AE34,main_update_sound@0x4AE34;sound_play@0x4AD7C;sound_response@0x42D12;sound_system_reset@0x42DD6,ram.speech_counter,exact_union_match,Verified
0x9049F0,0x42D40;0x42D72;0x42D7C;0x42DDE,sound_response@0x42D40;sound_response@0x42D72;sound_response@0x42D7C;sound_system_reset@0x42DDE,ram.sound_queue_state,exact_union_match,Verified
0x9049F2,0x42D64;0x42D6A;0x42D96;0x42DA6,sound_response@0x42D64;sound_response@0x42D6A;sound_response@0x42D96;sound_response@0x42DA6,ram.sound_idle_timer,exact_union_match,Verified
0x9049F4,0x42D9E;0x42DAC;0x42DB2;0x42DE4,sound_response@0x42D9E;sound_response@0x42DAC;sound_response@0x42DB2;sound_system_reset@0x42DE4,ram.sound_cpu_retry_count,exact_union_match,Verified
0x9049F6,0x4021A;0x48CD0,game_vblank@0x4021A;player_start_inner@0x48CD0,ram.player_hurt_palette_offset,exact_union_match,Verified
0x9049F8,0x40262,game_vblank@0x40262,ram.player_hurt_palette_offset,exact_union_match,Verified
0x9049FA,0x402AA,game_vblank@0x402AA,ram.player_hurt_palette_offset,exact_union_match,Verified
0x9049FC,0x402F2,game_vblank@0x402F2,ram.player_hurt_palette_offset,exact_union_match,Verified
0x9049FE,0x401FA;0x48CEC,game_vblank@0x401FA;player_start_inner@0x48CEC,ram.player_power_palette_offset,exact_union_match,Verified
0x904A00,0x40242,game_vblank@0x40242,ram.player_power_palette_offset,exact_union_match,Verified
0x904A02,0x4028A,game_vblank@0x4028A,ram.player_power_palette_offset,exact_union_match,Verified
0x904A04,0x402D2,game_vblank@0x402D2,ram.player_power_palette_offset,exact_union_match,Verified
0x904A06,0x439A4;0x43A3A;0x43A48;0x528D8;0x528EC;0x528F4;0x52B2C,exit_get_id@0x52B2C;main_exit_move@0x528D8;main_exit_move@0x528EC;main_exit_move@0x528F4;maze_new_level_setup@0x439A4;maze_new_level_setup@0x43A3A,ram.exit_count,exact_union_match,Verified
0x904A08,0x43B90;0x52884,main_exit_move@0x52884;maze_new_level_setup@0x43B90,ram.exit_timer,exact_union_match,Verified
0x904A0A,0x43B9A;0x43E8C;0x52890;0x528C2;0x52908;0x52A80;0x52ACE,main_exit_move@0x52890;main_exit_move@0x528C2;main_exit_move@0x52908;main_exit_move@0x52A80;main_exit_move@0x52ACE;maze_new_level_setup@0x43B9A,ram.exit_open_id,exact_union_match,Verified
0x904A0C,0x5288A,main_exit_move@0x5288A,ram.exit_close_id,exact_union_match,Verified
0x904A0E,0x4AA12;0x4AA36;0x52492;0x5257E,main_move_players@0x4AA12;main_move_players@0x4AA36,ram.movement_blocked,exact_union_match,Verified
0x904A10,0x4DC9A;0x4DDEC;0x4DDF2;0x4DE0A;0x4DE26;0x4DE38;0x4DE4A,main_logo_updcolors@0x4DDEC;main_logo_updcolors@0x4DDF2;main_logo_updcolors@0x4DE0A;main_logo_updcolors@0x4DE26;main_logo_updcolors@0x4DE38;main_logo_updcolors@0x4DE4A,ram.logo_scroll_ptr,exact_union_match,Verified
0x904A14,0x4DC7C;0x4DCC2,main_logo_updcolors@0x4DCC2;title_logo_init@0x4DC7C,ram.logo_scroll_timer,exact_union_match,Verified
0x904A16,0x4DA70;0x4DD5A;0x4DD72;0x4DD7C;0x4DD94;0x4DD9E;0x4DDA4,main_logo_updcolors@0x4DD5A;main_logo_updcolors@0x4DD72;main_logo_updcolors@0x4DD7C;main_logo_updcolors@0x4DD94;main_logo_updcolors@0x4DD9E;main_logo_updcolors@0x4DDA4,ram.logo_color_dir,exact_union_match,Verified
0x904A18,0x44866;0x4DC72;0x4DCEE;0x4DCFA;0x4DD00;0x4DD0A,main_attract@0x44866;main_logo_updcolors@0x4DCEE;main_logo_updcolors@0x4DCFA;main_logo_updcolors@0x4DD00;main_logo_updcolors@0x4DD0A;title_logo_init@0x4DC72,ram.logo_cycle_timer,exact_union_match,Verified
0x904A1A,0x4DA66;0x4DD40;0x4DD46;0x4DD50,main_logo_updcolors@0x4DD40;main_logo_updcolors@0x4DD46;main_logo_updcolors@0x4DD50;title_logo_init@0x4DA66,ram.logo_bright_timer,exact_union_match,Verified
0x904A1C,0x4DA50;0x4DCC8,main_logo_updcolors@0x4DCC8;title_logo_init@0x4DA50,ram.logo_bright_accum,exact_union_match,Verified
0x904A1E,0x4DA60;0x4DDB6;0x4DDD0,main_logo_updcolors@0x4DDB6;main_logo_updcolors@0x4DDD0;title_logo_init@0x4DA60,ram.logo_color_cur,exact_union_match,Verified
0x904A20,0x4DA46;0x4DA56;0x4DDAC;0x4DDBC;0x4DDC6,main_logo_updcolors@0x4DDAC;main_logo_updcolors@0x4DDBC;main_logo_updcolors@0x4DDC6;title_logo_init@0x4DA46;title_logo_init@0x4DA56,ram.logo_anim_ptr,exact_union_match,Verified
0x904A24,0x40F5C;0x42C14;0x42C8A;0x42FD4;0x430A2;0x43160;0x4316A;0x431D2;0x43262;0x43282;0x43FD4;0x444C2,coincheck@0x42C14;coincheck@0x42C8A;demo_speech_cmd@0x4CB26;dialog_first_encounter@0x4C4D0;dialog_first_encounter@0x4C6CA;eeprom_load_config@0x42FD4,ram.game_settings,exact_union_match,Verified
0x904A26,0x42C5E;0x433AE;0x45604;0x45A36;0x45A50;0x46B96;0x46BA0;0x46BD4;0x4896C;0x49D82;0x49DC4;0x49DF8,coincheck@0x42C5E;draw_player_health@0x45A36;draw_player_health@0x45A50;highscore_check@0x49D82;highscore_check@0x49DC4;main_health_countdown@0x46B96,ram.player_state_timer,exact_union_match,Verified
0x904A2E,0x49D92;0x49DF2;0x54F0A;0x54FF6,highscore_check@0x49D92;player_death_sequence@0x49DF2;secret_getname@0x54F0A;secret_name_entry_update@0x54FF6,ram.name_entry_scroll_velocity,exact_union_match,Verified
0x904A36,0x49D72;0x49E8C;0x49F24;0x49F64;0x54EF2;0x5507E;0x5510C;0x5514C,highscore_check@0x49D72;player_death_sequence@0x49E8C;player_death_sequence@0x49F24;player_death_sequence@0x49F64;secret_getname@0x54EF2;secret_name_entry_update@0x5507E,ram.name_entry_repeat_delay,exact_union_match,Verified
0x904A3A,0x49CDE;0x49D66;0x49E02;0x4A2E0;0x54F18;0x55008;0x5524C,draw_player_initials_entry@0x4A2E0;highscore_check@0x49D66;highscore_table_init@0x49CDE;player_death_sequence@0x49E02;secret_getname@0x54F18;secret_name_entry_update@0x55008,ram.player_initials_buf,exact_union_match,Verified
0x904A4A,0x49D42;0x49D56;0x4A0A8;0x4A2D6,draw_player_initials_entry@0x4A2D6;highscore_check@0x49D42;highscore_check@0x49D56;player_death_sequence@0x4A0A8,ram.player_highscore_rank,exact_union_match,Verified
0x904A4E,0x44366;0x45244;0x4524E;0x45258;0x4801A;0x48AD0;0x4D2B2;0x4D50E;0x54EFE;0x54FC2;0x5518E;0x551FC,main_start_game@0x4801A;main_treasure_timer@0x4D2B2;player_join_finalize@0x48AD0;secret_getname@0x54EFE;secret_getname@0x54FC2;secret_name_entry_update@0x5518E,ram.global_ui_delay_timer,exact_union_match,Verified
0x904A50,0x48E86;0x4D57E;0x4D638;0x519F2,player_start_inner@0x48E86;show_level_end_bonus_screen@0x4D57E;show_level_end_bonus_screen@0x4D638,ram.player_treascount,exact_union_match,Verified
0x904A54,0x41DE4;0x41E06;0x41FEC;0x4200E;0x42220;0x42242;0x4242C;0x4244E;0x43402;0x47B7E;0x496D8;0x49990,main_handle_shots@0x47B7E;main_move_players@0x4A908;main_move_players@0x4A9E6;player_resetcounters@0x43402;player_tile_interact@0x51312;player_tile_interact@0x5134A,ram.player_stundelay,exact_union_match,Verified
0x904A5C,0x49458;0x4BC18,death_potion_score@0x49458,ram.death_hits,exact_union_match,Verified
0x904A5E,0x43326,one_time_init@0x43326,ram.unused_init_word_904a5e,exact_union_match,Verified
0x904A60,0x40E90;0x41526;0x4172E;0x427DC;0x427E4;0x4903C,failed_door_post@0x427DC;failed_door_post@0x427E4;main_move_monsters@0x4903C;monster_loop_core@0x41526;monster_special_handler@0x41526;monster_update_anim_tile@0x41526,ram.monster_iter_ptr,exact_union_match,Verified
0x904A62,0x40FFC;0x41566;0x41B52;0x49060,main_move_monsters@0x49060;monster_loop_core@0x40FFC;monster_shooter_in_view@0x41B52;monsters_everything@0x40FFC;monsters_everything@0x41566,ram.monster_cull_h_origin,exact_union_match,Verified
0x904A64,0x41010;0x4157A;0x41B64;0x49070,main_move_monsters@0x49070;monster_loop_core@0x41010;monster_shooter_in_view@0x41B64;monsters_everything@0x41010;monsters_everything@0x4157A,ram.monster_cull_v_origin,exact_union_match,Verified
0x904A66,0x479CA;0x49216,main_handle_shots@0x479CA;monster_create_shot@0x49216,ram.lobber_shot_h_accum,exact_union_match,Verified
0x904A6E,0x47A14;0x4922A,main_handle_shots@0x47A14;monster_create_shot@0x4922A,ram.lobber_shot_v_accum,exact_union_match,Verified
0x904A76,0x45C08;0x51E9A;0x51FF8;0x52048;0x520C6;0x52118,door_record_endpoints@0x51E9A;door_scan_horizontal_endpoints@0x520C6;door_scan_horizontal_endpoints@0x52118;door_scan_vertical_endpoints@0x51FF8;door_scan_vertical_endpoints@0x52048;main_open_doors@0x45C08,ram.door_endpoint_pos,exact_union_match,Verified
0x904A86,0x45C26;0x45CA0;0x45D24;0x45D90;0x45E14;0x51E94;0x52010;0x52060;0x520DE;0x52130,door_record_endpoints@0x51E94;door_scan_horizontal_endpoints@0x520DE;door_scan_horizontal_endpoints@0x52130;door_scan_vertical_endpoints@0x52010;door_scan_vertical_endpoints@0x52060;main_open_doors@0x45C26,ram.door_endpoint_dir,exact_union_match,Verified
0x904A96,0x4C59E;0x4C81E;0x4CA48;0x4CCDC;0x4CD02,demo_speech_cmd@0x4CA48;dialog_first_encounter@0x4C59E;main_msgbox_countdown@0x4CCDC;main_msgbox_countdown@0x4CD02;player_give_item_with_message@0x4C81E,ram.ptr_dialog_pos,exact_union_match,Verified
0x904A9A,0x4C55E;0x4C5B8;0x4C7D2;0x4CA0C;0x4CA62;0x4CC56;0x4CC68;0x4CC7A;0x4CC8C;0x4CCA0;0x4CCEA;0x4CCF4,demo_speech_cmd@0x4CA0C;demo_speech_cmd@0x4CA62;dialog_first_encounter@0x4C55E;dialog_first_encounter@0x4C5B8;dialog_position_box@0x4CC56;dialog_position_box@0x4CC68,ram.dialog_dim_H,exact_union_match,Verified
0x904A9C,0x4C550;0x4C7EA;0x4C7F4;0x4C9FE;0x4CC4C;0x4CD0A,demo_speech_cmd@0x4C9FE;dialog_first_encounter@0x4C550;dialog_position_box@0x4CC4C;main_msgbox_countdown@0x4CD0A;player_give_item_with_message@0x4C7EA;player_give_item_with_message@0x4C7F4,ram.dialog_dim_V,exact_union_match,Verified
0x904A9E,0x42AAA;0x44220;0x4422A;0x44438;0x44440;0x46B38;0x46B40;0x480CC;0x480D4;0x4AC3E;0x4C49A;0x4C4A2,demo_speech_cmd@0x4C9CC;demo_speech_cmd@0x4C9D4;demo_speech_cmd@0x4CB34;demo_speech_cmd@0x4CB3E;dialog_first_encounter@0x4C49A;dialog_first_encounter@0x4C4A2,ram.dialog_timer,exact_union_match,Verified
0x904AA0,0x4C45A;0x4C810;0x4C858;0x4C8E0;0x4C920;0x4C95A;0x4C9B8;0x4CB5C,demo_speech_cmd@0x4C9B8;dialog_first_encounter@0x4C45A;dialog_position_box@0x4CB5C;player_give_item_with_message@0x4C810;player_give_item_with_message@0x4C858;player_give_item_with_message@0x4C8E0,ram.ptr_dialog_box_x,exact_union_match,Verified
0x904AA2,0x4C454;0x4C740;0x4C9B2;0x4CB62,demo_speech_cmd@0x4C9B2;dialog_first_encounter@0x4C454;dialog_position_box@0x4CB62;player_give_item_with_message@0x4C740,ram.ptr_dialog_box_y,exact_union_match,Verified
0x904AA4,0x4C5CE;0x4C6B0;0x4C712;0x4C844;0x4C94C;0x4CA78;0x4CB0C;0x54BE8;0x54C14;0x54ED4;0x54FF0,demo_speech_cmd@0x4CA78;demo_speech_cmd@0x4CB0C;dialog_clear_message@0x4C712;dialog_first_encounter@0x4C5CE;dialog_first_encounter@0x4C6B0;player_give_item_with_message@0x4C844,ram.dialog_msg_buf,exact_union_match,Verified
0x904AC2,0x41C60;0x41E98;0x42148;0x42192;0x42382;0x423B6;0x46FC8;0x4771E,main_handle_shots@0x4771E;player_try_move_core@0x41C60;player_try_move_core@0x41E98;player_try_move_core@0x42148;player_try_move_core@0x42192;player_try_move_core@0x42382,ram.scroll_hpos_origin,exact_union_match,Verified
0x904AC4,0x41D0C;0x41D56;0x41F42;0x41F76;0x420A0;0x422D4;0x46FE0;0x4772C;0x5E5B4;0x5E60C,main_handle_shots@0x4772C;player_try_move_core@0x41D0C;player_try_move_core@0x41D56;player_try_move_core@0x41F42;player_try_move_core@0x41F76;player_try_move_core@0x420A0,ram.scroll_vpos_origin,exact_union_match,Verified
0x904AC6,0x4437A;0x48020;0x4859C;0x48692;0x48760,main_start_game@0x48020;main_start_game@0x4859C;main_start_game@0x48692;speech_welcome@0x48760;start_attract_to_game@0x4437A,ram.welcome_elapsed_frames,exact_union_match,Verified
0x904ACA,0x42C40;0x487D8;0x488A4;0x4897A;0x51D2C,coincheck@0x42C40;player_coindrop@0x4897A;player_lowhealth@0x487D8;player_lowhealth@0x488A4,ram.player_lowhealth_spoken,exact_union_match,Verified
0x904ACE,0x42C4E;0x467C2;0x467D2;0x487EA;0x488B2;0x48988,coincheck@0x42C4E;main_health_countdown@0x467C2;main_health_countdown@0x467D2;player_coindrop@0x48988;player_lowhealth@0x487EA;player_lowhealth@0x488B2,ram.player_respawn_speech_timer,exact_union_match,Verified
0x904AD6,0x48E7A;0x49852;0x50E92;0x50ED0;0x50EE6;0x50FBE,player_damage_sample_update@0x50E92;player_damage_sample_update@0x50ED0;player_damage_sample_update@0x50EE6;player_damage_sample_update@0x50FBE;player_start_inner@0x48E7A,ram.player_pending_damage,exact_union_match,Verified
0x904ADE,0x48E6C;0x50E46,player_damage_sample_update@0x50E46;player_start_inner@0x48E6C,ram.player_damage_total,exact_union_match,Verified
0x904AE6,0x48EB8;0x50E40,player_damage_sample_update@0x50E40;player_start_inner@0x48EB8,ram.player_damage_sample_timer,exact_union_match,Verified
0x904AEE,0x48E5C;0x50E70;0x50F1C;0x50F30;0x50F74;0x50F9E,player_damage_sample_update@0x50E70;player_damage_sample_update@0x50F1C;player_damage_sample_update@0x50F30;player_damage_sample_update@0x50F74;player_damage_sample_update@0x50F9E;player_start_inner@0x48E5C,ram.player_damage_sample_count,exact_union_match,Verified
0x904AF6,0x48B14;0x48B2A;0x51AEC;0x51AFA;0x51B06;0x51B5C;0x51B70,player_join_finalize@0x48B14;player_join_finalize@0x48B2A,ram.player_eatcount,exact_union_match,Verified
0x904AFA,0x49AA4,player_hurt_speech_timer@0x49AA4,ram.hurt_speech_timer,exact_union_match,Verified
0x904B02,0x47568;0x47578;0x475D4;0x47618;0x477EC;0x4917C;0x536B0;0x5480E;0x548A4,dragon_fire_setup@0x5480E;dragon_fire_setup@0x548A4;main_handle_shots@0x47568;main_handle_shots@0x47578;main_handle_shots@0x475D4;main_handle_shots@0x47618,ram.shot_anim_lifetime_counter,exact_union_match,Verified
0x904B1A,0x46A1C;0x49D1E;0x4A07E;0x4A36C,draw_player_initials_entry@0x4A36C;highscore_check@0x49D1E;main_health_countdown@0x46A1C;player_death_sequence@0x4A07E,ram.player_scorepercoin,exact_union_match,Verified
0x904B2A,0x42BFE;0x42C7C;0x456D2;0x46A26;0x46AA4;0x4842E;0x4895C;0x48B7E;0x4D56C;0x4D76C;0x4E57E,coincheck@0x42BFE;coincheck@0x42C7C;main_health_countdown@0x46A26;main_health_countdown@0x46AA4;main_start_game@0x4842E;player_coindrop@0x4895C,ram.player_coincount,exact_union_match,Verified
0x904B32,0x48118;0x48AF8;0x48E40;0x52E92,main_start_game@0x48118;player_exit_sequence@0x52E92;player_join_finalize@0x48AF8;player_start_inner@0x48E40,ram.player_onlevel,exact_union_match,Verified
0x904B3A,0x48E52;0x49A50,death_damage_accumulate@0x49A50;player_start_inner@0x48E52,ram.player_death_damage_counter,exact_union_match,Verified
0x904B42,0x466A2;0x466CC;0x48EA6;0x495B6;0x51308;0x51340,main_handle_death@0x466A2;main_handle_death@0x466CC;monster_playerhit@0x495B6;player_start_inner@0x48EA6;player_tile_interact@0x51308;player_tile_interact@0x51340,ram.death_touch_timer,exact_union_match,Verified
0x904B4A,0x46660;0x46688;0x48E94;0x4AAC2,main_handle_death@0x46660;main_handle_death@0x46688;main_move_players@0x4AAC2;player_start_inner@0x48E94,ram.ff_hurt_timer,exact_union_match,Verified
0x904B52,0x455BA;0x480F2;0x4A760;0x4D8EC;0x52DD0;0x52DD6;0x52DE0;0x52E38;0x52E42;0x52E98,main_move_players@0x4A760;main_start_game@0x480F2;player_exit_sequence@0x52DD0;player_exit_sequence@0x52DD6;player_exit_sequence@0x52DE0;player_exit_sequence@0x52E38,ram.level_next,exact_union_match,Verified
0x904B54,0x469F6;0x480FC;0x4D8E2;0x52DE8;0x52E08;0x52E18;0x52E4A;0x52ED2,main_health_countdown@0x469F6;main_start_game@0x480FC;maze_checknum@0x52ED2;player_exit_sequence@0x52DE8;player_exit_sequence@0x52E08;player_exit_sequence@0x52E18,ram.maze_next,exact_union_match,Verified
0x904B56,0x44166;0x44192;0x4F628;0x51998;0x54418,dragon_shot_hit@0x54418;maze_addrandompickups@0x44166;maze_addrandompickups@0x44192;thief_remove_and_drop_loot@0x4F628,ram.special_bonus_score,exact_union_match,Verified
0x904B58,0x44356;0x44A16;0x44B5E;0x48166;0x4821A;0x4856C;0x4864C;0x4A156;0x4CD6C;0x4CD7E,attract_demo_init@0x44A16;attract_highscores@0x4A156;load_legend_page@0x4CD6C;load_legend_page@0x4CD7E;main_start_game@0x48166;main_start_game@0x4821A,ram.playfield_palette_index,exact_union_match,Verified
0x904B5A,0x4434C;0x44A0C;0x44B6C;0x4815C;0x48210;0x48562;0x48642;0x4A14C;0x4CD74,attract_demo_init@0x44A0C;attract_highscores@0x4A14C;load_legend_page@0x4CD74;main_start_game@0x4815C;main_start_game@0x48210;main_start_game@0x48562,ram.playfield_special_variant,exact_union_match,Verified
0x904B5C,0x43634;0x44ACE;0x5E9B4,init_display@0x43634;maze_setupnew@0x44ACE;pf_floor_draw_xy@0x5E9B4;pf_floor_update@0x5E9B4,ram.floorpattern,exact_union_match,Verified
0x904B5E,0x4349C;0x44B8C;0x44C52;0x44C5E;0x46018;0x46024;0x46422;0x4642E;0x530C2;0x5E960;0x5ED20;0x5F222,init_display@0x4349C;maze_place_object@0x46018;maze_place_object@0x46024;maze_setupnew@0x44B8C;maze_setupnew@0x44C52;maze_setupnew@0x44C5E,ram.wallpattern,exact_union_match,Verified
0x904B60,0x4448E;0x4449E,start_attract_screen@0x4448E;start_attract_screen@0x4449E,ram.attract_count,exact_union_match,Verified
