start,end_inclusive,size_bytes,classification,rom_flags,catalog_rows,confidence
0x5AB58,0x5AB63,12,named_rom_range,treasure_no_bonus_label_alt,treasure_no_bonus_label_alt,Verified
0x5AB64,0x5AB8F,44,named_rom_range,treasure_seconds_speech,treasure_seconds_speech,Verified
0x5AB90,0x5ABDF,80,named_rom_range,treasure_fake_countdown_sequences,treasure_fake_countdown_sequences,Verified
0x5ABE0,0x5ABEF,16,named_rom_range,treasure_fake_countdown_ptrs,treasure_fake_countdown_ptrs,Verified
0x5ABF0,0x5ABF7,8,named_rom_range,treasure_fakeout_speech,treasure_fakeout_speech,Verified
0x5ABF8,0x5AC07,16,named_rom_range,treasure_timeout_speech,treasure_timeout_speech,Verified
0x5AC08,0x5AC17,16,named_rom_range,treasure_warning_speech,treasure_warning_speech,Verified
0x5AC18,0x5AC1F,8,named_rom_range,treasure_warning_delay,treasure_warning_delay,Verified
0x5AC20,0x5AC2D,14,named_rom_range,logo_brightness_seq,logo_brightness_seq,Verified
0x5AC2E,0x5AC4D,32,named_rom_range,logo_motion_program_full,logo_motion_program_full,Verified
0x5AC4E,0x5AC5D,16,named_rom_range,logo_motion_program_short,logo_motion_program_short,Verified
0x5AC5E,0x5AD1D,192,named_rom_range,fixed_playfield_palette_bank,fixed_playfield_palette_bank,Verified
0x5AD1E,0x5AD9D,128,named_rom_range,alpha_palette_init,alpha_palette_init,Verified
0x5AD9E,0x5AE1D,128,named_rom_range,mob_palette_init,mob_palette_init,Verified
0x5AE1E,0x5AF9D,384,named_rom_range,mob_palette_extended,mob_palette_extended,Verified
0x5AF9E,0x5AFA5,8,named_rom_range,character_palette_ptrs,character_palette_ptrs,Verified
0x5AFA6,0x5AFAD,8,named_rom_range,aux_palette_init;character_palette_ptrs,aux_palette_init;character_palette_ptrs,Verified
0x5AFAE,0x5B00D,96,named_rom_range,aux_palette_init;tport_palette_cycle_blocks,aux_palette_init;tport_palette_cycle_blocks,Verified
0x5B00E,0x5B025,24,named_rom_range,aux_palette_init;character_full_palettes,"Four character full palettes (128 B each): Warrior, Valkyrie, Wizard, Elf. Each has four 32-byte sub-palettes (normal/poisoned/ghost/invulnerable); exact range 0x5B00E–0x5B20D;aux_palette_init",Verified
0x5B026,0x5B20D,488,named_rom_range,character_full_palettes,"Four character full palettes (128 B each): Warrior, Valkyrie, Wizard, Elf. Each has four 32-byte sub-palettes (normal/poisoned/ghost/invulnerable); exact range 0x5B00E–0x5B20D",Verified
0x5B20E,0x5B255,72,named_rom_range,player0_hurt_palette_cycle,player0_hurt_palette_cycle,Verified
0x5B256,0x5B29D,72,named_rom_range,player1_hurt_palette_cycle,player1_hurt_palette_cycle,Verified
0x5B29E,0x5B2E5,72,named_rom_range,player2_hurt_palette_cycle,player2_hurt_palette_cycle,Verified
0x5B2E6,0x5B32D,72,named_rom_range,player3_hurt_palette_cycle,player3_hurt_palette_cycle,Verified
0x5B32E,0x5B3ED,192,named_rom_range,player0_power_palette_cycle,player0_power_palette_cycle,Verified
0x5B3EE,0x5B4AD,192,named_rom_range,player1_power_palette_cycle,player1_power_palette_cycle,Verified
0x5B4AE,0x5B56D,192,named_rom_range,player2_power_palette_cycle,player2_power_palette_cycle,Verified
0x5B56E,0x5B62D,192,named_rom_range,player3_power_palette_cycle,player3_power_palette_cycle,Verified
0x5B62E,0x5B639,12,named_rom_range,thief_stealable_power_masks,thief_stealable_power_masks,Verified
0x5B63A,0x5B649,16,named_rom_range,thief_contact_damage,thief_contact_damage,Verified
0x5B64A,0x5B65B,18,named_rom_range,direction_column_delta,direction_column_delta,Verified
0x5B65C,0x5B66D,18,named_rom_range,direction_row_delta,direction_row_delta,Verified
0x5B66E,0x5B6AD,64,named_rom_range,maze_object_traversability_flags,maze_object_traversability_flags,Verified
0x5B6AE,0x5B6ED,64,named_rom_range,thief_collision_remove_flags,thief_collision_remove_flags,Verified
0x5B6EE,0x5B6F9,12,named_rom_range,thief_hurt_sound_choices,thief_hurt_sound_choices,Verified
0x5B6FA,0x5B701,8,named_rom_range,thief_player_speech_ids,thief_player_speech_ids,Verified
0x5B702,0x5B709,8,named_rom_range,mugger_player_speech_ids,mugger_player_speech_ids,Verified
0x5B70A,0x5B71B,18,named_rom_range,thief_direction_step_size,thief_direction_step_size,Verified
0x5B71C,0x5B723,8,named_rom_range,tport_direction_rotation,tport_direction_rotation,Verified
0x5B724,0x5B72B,8,named_rom_range,damage_comment_speech_ids,damage_comment_speech_ids,Verified
0x5B72C,0x5B733,8,named_rom_range,character_reflect_timer_init,character_reflect_timer_init,Verified
0x5B734,0x5B73B,8,named_rom_range,character_stun_delay_add,character_stun_delay_add,Verified
0x5B73C,0x5B743,8,named_rom_range,tile_effect_sound_ids,tile_effect_sound_ids,Verified
0x5B744,0x5B74B,8,named_rom_range,tile_effect_sound_ids_alt,tile_effect_sound_ids_alt,Verified
0x5B74C,0x5B773,40,named_rom_range,pickup_score_values,pickup_score_values,Verified
0x5B774,0x5B787,20,named_rom_range,pickup_score_popup_types,pickup_score_popup_types,Verified
0x5B788,0x5B797,16,named_rom_range,level_exit_sound_ids,level_exit_sound_ids,Verified
0x5B798,0x5B7BF,40,named_rom_range,pickup_random_sound_banks,pickup_random_sound_banks,Verified
0x5B7C0,0x5B7CF,16,named_rom_range,pickup_random_sound_ptrs,pickup_random_sound_ptrs,Verified
0x5B7D0,0x5B7D3,4,named_rom_range,pickup_random_sound_counts,pickup_random_sound_counts,Verified
0x5B7D4,0x5B7E3,16,named_rom_range,collision_hpos_base_by_case,collision_hpos_base_by_case,Verified
0x5B7E4,0x5B7EB,8,named_rom_range,collision_hpos_random_range_by_player,collision_hpos_random_range_by_player,Verified
0x5B7EC,0x5B7FB,16,named_rom_range,collision_bonus_threshold_by_case,collision_bonus_threshold_by_case,Verified
0x5B7FC,0x5B81B,32,named_rom_range,exit_rotation_offset_by_count,exit_rotation_offset_by_count,Verified
0x5B81C,0x5BA67,588,named_rom_range,exit_desc_by_floorpattern,exit_desc_by_floorpattern,Verified
0x5BA68,0x5BA69,2,named_rom_range,exit_desc_by_floorpattern;logo_outer_timer_init,exit_desc_by_floorpattern;logo_outer_timer_init,Verified
0x5BA6A,0x5BA6B,2,named_rom_range,exit_desc_by_floorpattern;logo_inner_timer_init,exit_desc_by_floorpattern;logo_inner_timer_init,Verified
0x5BA6C,0x5BA6D,2,named_rom_range,exit_desc_by_floorpattern;logo_bright_min,exit_desc_by_floorpattern;logo_bright_min,Verified
0x5BA6E,0x5BA6F,2,named_rom_range,exit_desc_by_floorpattern;logo_bright_max,exit_desc_by_floorpattern;logo_bright_max,Verified
0x5BA70,0x5BAAF,64,named_rom_range,exit_desc_by_floorpattern;forcefield_gfx_ptrs,exit_desc_by_floorpattern;forcefield_gfx_ptrs,Verified
0x5BAB0,0x5BABF,16,named_rom_range,exit_desc_by_floorpattern;shot_reflect_hdelta,exit_desc_by_floorpattern;shot_reflect_hdelta,Verified
0x5BAC0,0x5BACF,16,named_rom_range,exit_desc_by_floorpattern;shot_reflect_vdelta,exit_desc_by_floorpattern;shot_reflect_vdelta,Verified
0x5BAD0,0x5BADF,16,named_rom_range,exit_desc_by_floorpattern;shot_reflect_sound_tbl,exit_desc_by_floorpattern;shot_reflect_sound_tbl,Verified
0x5BAE0,0x5BBDF,256,named_rom_range,exit_desc_by_floorpattern;floor_desc_base,exit_desc_by_floorpattern;floor_desc_base,Verified
0x5BBE0,0x5BC1B,60,named_rom_range,exit_desc_by_floorpattern;wall_desc_blocks,exit_desc_by_floorpattern;wall_desc_blocks,Verified
0x5BC1C,0x5C89F,3204,named_rom_range,wall_desc_blocks,wall_desc_blocks,Verified
0x5C8A0,0x5C8A7,8,named_rom_range,floor_type10_desc,floor_type10_desc,Verified
0x5C8A8,0x5C8AF,8,named_rom_range,floor_type11_desc,floor_type11_desc,Verified
0x5C8B0,0x5CAA7,504,named_rom_range,dead_sequential_tile_codes,dead_sequential_tile_codes,Verified
0x5CAA8,0x5CB27,128,named_rom_range,floor_type3e_descs,floor_type3e_descs,Verified
0x5CB28,0x5CB47,32,named_rom_range,attract_display_tile_stream,attract_display_tile_stream,Verified
0x5CB48,0x5CD3F,504,named_rom_range,attract_display_tile_stream;special_object_tile_numbers,attract_display_tile_stream;special_object_tile_numbers,Verified
0x5CD40,0x5D2F7,1464,named_rom_range,attract_display_tile_stream;special_object_anim_tiles,attract_display_tile_stream;special_object_anim_tiles,Verified
0x5D2F8,0x5D3CF,216,named_rom_range,wall_desc_pattern6,wall_desc_pattern6,Verified
0x5D3D0,0x5D3E7,24,named_rom_range,wall_desc_destructible,wall_desc_destructible,Verified
0x5D3E8,0x5D3F7,16,named_rom_range,dragon_probe_delta_a,dragon_probe_delta_a,Verified
0x5D3F8,0x5D407,16,named_rom_range,dragon_probe_delta_b,dragon_probe_delta_b,Verified
0x5D408,0x5D417,16,named_rom_range,dragon_spawn_offset_a,dragon_spawn_offset_a,Verified
0x5D418,0x5D427,16,named_rom_range,dragon_spawn_offset_b,dragon_spawn_offset_b,Verified
0x5D428,0x5D437,16,named_rom_range,dragon_facing_offset,dragon_facing_offset,Verified
0x5D438,0x5D477,64,named_rom_range,dragon_head_hdelta,dragon_head_hdelta,Verified
0x5D478,0x5D4B7,64,named_rom_range,dragon_head_vdelta,dragon_head_vdelta,Verified
0x5D4B8,0x5D4C7,16,named_rom_range,dragon_fire_segment_tbl,dragon_fire_segment_tbl,Verified
0x5D4C8,0x5D4E7,32,named_rom_range,dragon_pose_hdelta,dragon_pose_hdelta,Verified
0x5D4E8,0x5D507,32,named_rom_range,dragon_pose_vdelta,dragon_pose_vdelta,Verified
0x5D508,0x5D527,32,named_rom_range,dragon_body_pics,dragon_body_pics,Verified
0x5D528,0x5D577,80,named_rom_range,dragon_head_pics,dragon_head_pics,Verified
0x5D578,0x5D5C7,80,named_rom_range,dragon_path_programs,dragon_path_programs,Verified
0x5D5C8,0x5D7C7,512,named_rom_range,playfield_palettes,playfield_palettes,Verified
0x5D7C8,0x5D7E7,32,named_rom_range,playfield_special_palette_bank,playfield_special_palette_bank,Verified
0x5D7E8,0x5D847,96,named_rom_range,playfield_special_palette_bank;playfield_special_palette_lowwall_view,playfield_special_palette_bank;playfield_special_palette_lowwall_view,Verified
0x5D848,0x5D9E7,416,named_rom_range,palette_color_ramps,"Palette color ramps (13 blocks × 32 bytes, 12 colors + 4 zero words each, one per tileset environment). The apparent code reference to 0x5D978 is a biased address for the later potion-effect table, not a palette access: the first reachable index is object type 0x12 × 16, which lands at 0x5DA98.",Verified
0x5D9E8,0x5DA97,176,named_rom_range,secretcode_text_recs,secretcode_text_recs,Verified
0x5DA98,0x5DC57,448,named_rom_range,potion_effect_matrix,potion_effect_matrix,Verified
0x5DC58,0x5EDD3,4476,analyzed_code,,,Verified
0x5EDD4,0x5EDF3,32,named_rom_range,wall_pattern_offsets,wall_pattern_offsets,Verified
0x5EDF4,0x5EE23,48,named_rom_range,wall_random_desc_ptrs,wall_random_desc_ptrs,Verified
0x5EE24,0x5EF23,256,named_rom_range,wall_conn_variant_tbl,wall_conn_variant_tbl,Verified
0x5EF24,0x5F023,256,named_rom_range,wall_conn_variant_tbl6,wall_conn_variant_tbl6,Verified
0x5F024,0x5F9CD,2474,analyzed_code,,,Verified
0x5F9CE,0x5F9ED,32,named_rom_range,door_gfx_by_neighbors,door_gfx_by_neighbors,Verified
0x5F9EE,0x5FAC9,220,analyzed_code,,,Verified
0x5FACA,0x5FADB,18,named_rom_range,door_gfx_type2,door_gfx_type2,Verified
0x5FADC,0x5FAED,18,named_rom_range,door_hpos_sub2,door_hpos_sub2,Verified
0x5FAEE,0x5FAFF,18,named_rom_range,door_vpos_add2,door_vpos_add2,Verified
0x5FB00,0x5FBDB,220,analyzed_code,,,Verified
0x5FBDC,0x5FBED,18,named_rom_range,door_gfx_type3,door_gfx_type3,Verified
0x5FBEE,0x5FBFF,18,named_rom_range,door_vpos_sub3,door_vpos_sub3,Verified
0x5FC00,0x5FC11,18,named_rom_range,door_vpos_add3,door_vpos_add3,Verified
0x5FC12,0x5FC21,16,named_rom_range,player_inventory_vram_ptrs,player_inventory_vram_ptrs,Verified
0x5FC22,0x5FDAB,394,analyzed_code,,,Verified
0x5FDAC,0x5FDB1,6,named_rom_range,supersorc_direction_bias,supersorc_direction_bias,Verified
0x5FDB2,0x5FDB7,6,named_rom_range,supersorc_probe_steps,supersorc_probe_steps,Verified
0x5FDB8,0x5FF97,480,analyzed_code,,,Verified
0x5FF98,0x5FFB1,26,named_rom_range,dead_truncated_supersorc_epilogues,dead_truncated_supersorc_epilogues,Verified
0x5FFB2,0x5FFFF,78,top_level_nonmixed_region,,,Verified
