address,flag_name,size_bytes,confidence,classification,consumers,access,sample_sites,review
0x592B6,anim_tiles_death_moving_view,128,Verified,indirect,monster_special_handler,-,ptr:monster_anim_moving_ptrs,
0x59336,anim_tiles_acid,128,Verified,direct,monster_update_anim_tile,a;rw,monster_update_anim_tile@0x415EE#a,
0x593B6,anim_tiles_acid_moving,128,Verified,indirect,monster_special_handler,-,ptr:monster_anim_moving_ptrs,
0x59436,anim_tiles_it,128,Verified,indirect,handle_generate;mob_collision_test;monster_update_anim_tile,-,ptr:monster_anim_idle_ptrs,
0x594B6,anim_tiles_it_special,128,Verified,direct,monster_special_handler,a;rb,monster_special_handler@0x41412#a,
0x59536,anim_tiles_monster_special_attack,128,Verified,direct,monster_special_handler,a,monster_special_handler@0x41218#a,
0x595B6,anim_tiles_lobber_throw,128,Verified,direct,monster_special_handler,a,monster_special_handler@0x4120E#a,
0x59636,anim_tiles_monster_special_state,128,Verified,direct,monster_loop_core,a,monster_loop_core@0x410E4#a;monster_loop_core@0x41190#a,
0x596B6,shot_damage_base_tbl,12,Verified,direct,resolve_shot_hit,a;rb,resolve_shot_hit@0x4AFDA#a,
0x596C2,shot_damage_rand_tbl,12,Verified,direct,resolve_shot_hit,a;rb,resolve_shot_hit@0x4AFE8#a,
0x596CE,monstshot_damage_tbl,40,Verified,direct,pf_door_draw;resolve_shot_hit,?;a;rb,resolve_shot_hit@0x4B256#a,
0x596F6,speech_charname_tbl,64,Verified,direct,player_give_item_with_message;player_it_label_set;player_lowhealth;player_tile_interact;resolve_shot_hit;speech_welcome,a;rl,player_give_item_with_message@0x4C8A4#a;player_it_label_set@0x458D6#a;player_lowhealth@0x4887E#a;player_tile_interact@0x51B38#a,
0x59736,hint_text_ptrs,80,Verified,direct,level_splash,a;rl,level_splash@0x4C13A#a;level_splash@0x4C146#a,
0x59786,hint_text_strings,306,Verified,direct,level_splash,a;rl,level_splash@0x4C06A#a;level_splash@0x4C0B4#a;level_splash@0x4C0CC#a,
0x598B8,hint_text_desc_records,228,Verified,direct,level_splash,a,level_splash@0x4BE6C#a;level_splash@0x4BEA8#a;level_splash@0x4BED4#a;level_splash@0x4BF00#a,
0x5999C,gameplay_tip_strings,440,Verified,direct,level_splash,?;a;rl;rw,level_splash@0x4BFBA#a,
0x59B54,maze_decomp_type_ptrs,16,Verified,direct,maze_decode,a;rl,maze_decode@0x4C280#a,
0x59B64,powerup_bit_masks,24,Verified,direct,player_give_item_with_message,?;a;rw,player_give_item_with_message@0x4C73A#a,
0x59B7C,powerup_speech_ids,48,Verified,direct,player_give_item_with_message,a;rl,player_give_item_with_message@0x4C86A#a;player_give_item_with_message@0x4C936#a,
0x59BAC,first_encounter_message_records,1620,Verified,indirect,dialog_first_encounter,-,ptr:first_encounter_alt_message_ptrs,
0x5A200,first_encounter_message_ptrs,128,Verified,direct,dialog_first_encounter,a,dialog_first_encounter@0x4C4EC#a,
0x5A280,first_encounter_speech_ids,128,Verified,direct,dialog_first_encounter,a;rl,dialog_first_encounter@0x4C510#a;dialog_first_encounter@0x4C520#a,
0x5A300,first_encounter_alt_message_ptrs,128,Verified,direct,dialog_first_encounter,a;rl,dialog_first_encounter@0x4C4F8#a,
0x5A380,powerup_name_strings,384,Verified,indirect,player_give_item_with_message,-,ptr:powerup_name_ptrs,
0x5A500,powerup_name_ptrs,64,Verified,direct,player_give_item_with_message,a;rl,player_give_item_with_message@0x4C8C8#a;player_give_item_with_message@0x4C908#a,
0x5A540,monster_legend_labels,46,Verified,direct,draw_legend_monsters_page,a,draw_legend_monsters_page@0x4CE1E#a;draw_legend_monsters_page@0x4CE36#a;draw_legend_monsters_page@0x4CE54#a;draw_legend_monsters_page@0x4CE6C#a,
0x5A56E,monster_legend_cells,258,Verified,direct,draw_legend_monsters_page,?;a;rl,draw_legend_monsters_page@0x4CE98#a,
0x5A670,monster_object_name_strings,110,Verified,direct,draw_legend_monsters_page;draw_legend_rules_page,a,draw_legend_monsters_page@0x4CDDC#a;draw_legend_monsters_page@0x4CDE6#a;draw_legend_rules_page@0x4D066#a;draw_legend_rules_page@0x4D070#a,
0x5A6DE,legend_powerup_desc_chain,284,Verified,direct,draw_legend_rules_page,a,draw_legend_rules_page@0x4D0F4#a,
0x5A7FA,legend_object_desc_chain,116,Verified,direct,draw_legend_rules_page,a,draw_legend_rules_page@0x4D106#a,
0x5A86E,legend_wallfloor_desc_chain,94,Verified,direct,draw_legend_rules_page,a,draw_legend_rules_page@0x4D118#a,
0x5A8CC,legend_credit_roles_chain,220,Verified,direct,draw_legend_overview_page,a,draw_legend_overview_page@0x4CFB8#a,
0x5A9A8,legend_credit_name_strings,192,Verified,indirect,draw_legend_overview_page,-,ptr:legend_credit_names_chain,
0x5AA68,legend_credit_names_chain,178,Verified,direct,draw_legend_overview_page,a,draw_legend_overview_page@0x4CFCA#a,
0x5AB1A,treasure_bonus_coin_label,12,Verified,direct,show_level_end_bonus_screen,a,show_level_end_bonus_screen@0x4D5B6#a,
0x5AB26,treasure_bonus_treasure_label,12,Verified,direct,show_level_end_bonus_screen,a,show_level_end_bonus_screen@0x4D616#a,
0x5AB32,treasure_bonus_equals_label,8,Verified,direct,show_level_end_bonus_screen,a,show_level_end_bonus_screen@0x4D660#a,
0x5AB3A,treasure_no_bonus_label,12,Verified,direct,show_level_end_bonus_screen,a,show_level_end_bonus_screen@0x4D6D8#a,
0x5AB46,treasure_5000_coin_label,18,Verified,direct,show_level_end_bonus_screen,a,show_level_end_bonus_screen@0x4D756#a,
0x5AB58,treasure_no_bonus_label_alt,12,Verified,direct,show_level_end_bonus_screen,a,show_level_end_bonus_screen@0x4D7F0#a,
0x5AB64,treasure_seconds_speech,44,Verified,direct,main_treasure_timer,a;rl,main_treasure_timer@0x4D446#a,
0x5AB90,treasure_fake_countdown_sequences,80,Verified,indirect,main_treasure_timer,-,ptr:treasure_fake_countdown_ptrs,
0x5ABE0,treasure_fake_countdown_ptrs,16,Verified,direct,main_treasure_timer,a;rl,main_treasure_timer@0x4D392#a,
0x5ABF0,treasure_fakeout_speech,8,Verified,direct,main_treasure_timer,a;rl,main_treasure_timer@0x4D3B4#a,
0x5ABF8,treasure_timeout_speech,16,Verified,direct,main_treasure_timer,a,main_treasure_timer@0x4D434#a,
0x5AC08,treasure_warning_speech,16,Verified,direct,main_treasure_timer,a;rl,main_treasure_timer@0x4D3EE#a,
0x5AC18,treasure_warning_delay,8,Verified,direct,main_treasure_timer,a,main_treasure_timer@0x4D404#a,
0x5AC20,logo_brightness_seq,14,Verified,unreferenced,-,-,-,
0x5AC2E,logo_motion_program_full,32,Verified,direct,title_logo_init,a,title_logo_init@0x4DC8A#a,
0x5AC4E,logo_motion_program_short,16,Verified,direct,title_logo_init,a,title_logo_init@0x4DC92#a,
0x5AC5E,fixed_playfield_palette_bank,192,Verified,direct,init_display,a;rw,init_display@0x43572#a;init_display@0x43682#a;init_display@0x4368E#rw,
0x5AD1E,alpha_palette_init,128,Verified,direct,game_vblank;init_display;main_handle_potions;resolve_shot_hit,?;a;rw,game_vblank@0x40336#a;init_display@0x434C8#a;main_handle_potions@0x4708E#a;resolve_shot_hit@0x4BA74#a,
0x5AD9E,mob_palette_init,128,Verified,unreferenced,-,-,-,unreferenced_unexpected
0x5AE1E,mob_palette_extended,384,Verified,direct,init_display,a,init_display@0x435F8#a,
0x5AF9E,character_palette_ptrs,16,Verified,direct,init_display;player_start_inner,a;rl,init_display@0x4360A#rl;player_start_inner@0x48D70#a,
0x5AFAE,tport_palette_cycle_blocks,96,Verified,direct,game_vblank,a,game_vblank@0x40464#a,
0x5B00E,character_full_palettes,512,Verified,indirect,init_display;player_start_inner,-,ptr:character_palette_ptrs,
0x5B20E,player0_hurt_palette_cycle,72,Verified,direct,game_vblank,a,game_vblank@0x40214#a,
0x5B256,player1_hurt_palette_cycle,72,Verified,direct,game_vblank,a,game_vblank@0x4025C#a,
0x5B29E,player2_hurt_palette_cycle,72,Verified,direct,game_vblank,a,game_vblank@0x402A4#a,
0x5B2E6,player3_hurt_palette_cycle,72,Verified,direct,game_vblank,a,game_vblank@0x402EC#a,
0x5B32E,player0_power_palette_cycle,192,Verified,direct,game_vblank,a,game_vblank@0x401F4#a,
0x5B3EE,player1_power_palette_cycle,192,Verified,direct,game_vblank,a,game_vblank@0x4023C#a,
0x5B4AE,player2_power_palette_cycle,192,Verified,direct,game_vblank,a,game_vblank@0x40284#a,
0x5B56E,player3_power_palette_cycle,192,Verified,direct,game_vblank,a,game_vblank@0x402CC#a,
0x5B62E,thief_stealable_power_masks,12,Verified,direct,thief_steal_from_player,a;rw,thief_steal_from_player@0x4E34E#a;thief_steal_from_player@0x4E37C#a,
0x5B63A,thief_contact_damage,16,Verified,direct,thief_handle_tile_collision,a;rw,thief_handle_tile_collision@0x4F7F4#a,
0x5B64A,direction_column_delta,18,Verified,direct,corner_squeeze_geometry;monster_find_and_shoot;player_tport;supersorc_place;thief_compute_path;thief_enter_tport;thief_test_move_tile;tport_player_move,a;rw,corner_squeeze_geometry@0x4FF12#a;corner_squeeze_geometry@0x50016#a;corner_squeeze_geometry@0x5005E#a;monster_find_and_shoot@0x41A4A#a,
0x5B65C,direction_row_delta,18,Verified,direct,corner_squeeze_geometry;monster_find_and_shoot;player_tport;supersorc_place;thief_compute_path;thief_enter_tport;thief_test_move_tile;tport_player_move,a;rw,corner_squeeze_geometry@0x4FF28#a;corner_squeeze_geometry@0x5002C#a;corner_squeeze_geometry@0x50074#a;player_tport@0x503D2#a,
0x5B66E,maze_object_traversability_flags,64,Verified,direct,thief_compute_path,a;rb,thief_compute_path@0x4FA4E#a;thief_compute_path@0x4FA6E#a,
0x5B6AE,thief_collision_remove_flags,64,Verified,direct,thief_handle_tile_collision,a;rb,thief_handle_tile_collision@0x4F8EC#a,
0x5B6EE,thief_hurt_sound_choices,12,Verified,direct,thief_handle_tile_collision,a;rl,thief_handle_tile_collision@0x4F83C#a,
0x5B6FA,thief_player_speech_ids,8,Verified,direct,main_thief_anim,a;rl,main_thief_anim@0x4E970#a,
0x5B702,mugger_player_speech_ids,8,Verified,direct,main_thief_anim,a;rl,main_thief_anim@0x4E988#a,
0x5B70A,thief_direction_step_size,18,Verified,direct,main_thief_anim,a;rw,main_thief_anim@0x4ECD2#a,
0x5B71C,tport_direction_rotation,8,Verified,direct,tport_player_move,a;rb,tport_player_move@0x5070C#a,
0x5B724,damage_comment_speech_ids,8,Verified,direct,player_damage_sample_update,a;rl,player_damage_sample_update@0x50F4C#a,
0x5B72C,character_repulse_timer_init,8,Verified,direct,player_tile_interact,a;rw,player_tile_interact@0x51814#a,
0x5B734,character_stun_delay_add,8,Verified,direct,player_tile_interact,?;a;r?;rw,player_tile_interact@0x51328#a;player_tile_interact@0x51350#rw,
0x5B73C,tile_effect_sound_ids,16,Verified,direct,player_tile_interact,a;rl,player_tile_interact@0x512F8#a;player_tile_interact@0x51334#rl,
0x5B74C,pickup_score_values,40,Verified,direct,player_tile_interact,a;rw,player_tile_interact@0x51BC0#a,
0x5B774,pickup_score_popup_types,20,Verified,direct,player_tile_interact,a;rb,player_tile_interact@0x51BD2#a,
0x5B788,level_exit_sound_ids,16,Verified,direct,player_exit_sequence,a;rl,player_exit_sequence@0x52EA4#a,
0x5B798,pickup_random_sound_banks,40,Verified,indirect,player_tile_interact,-,ptr:pickup_random_sound_ptrs,
0x5B7C0,pickup_random_sound_ptrs,16,Verified,direct,player_tile_interact,a;rl,player_tile_interact@0x51D7A#a,
0x5B7D0,pickup_random_sound_counts,4,Verified,direct,player_tile_interact,a;rb,player_tile_interact@0x51D5A#a,
0x5B7D4,collision_hpos_base_by_case,16,Verified,direct,mob_collision_test,a;rw,mob_collision_test@0x52402#a,
0x5B7E4,collision_hpos_random_range_by_player,8,Verified,direct,mob_collision_test,a;rw,mob_collision_test@0x523E8#a,
0x5B7EC,collision_bonus_threshold_by_case,16,Verified,direct,mob_collision_test,a;rw,mob_collision_test@0x524B8#a;mob_collision_test@0x52500#a;mob_collision_test@0x52592#a,
0x5B7FC,exit_rotation_offset_by_count,32,Verified,direct,main_exit_move,a;rb,main_exit_move@0x528DE#a,
0x5B81C,exit_desc_by_floorpattern,576,Verified,direct,maze_setupnew,a,maze_setupnew@0x44BA2#a,
0x5BA5C,wall_crumble_stage_ptrs,12,Verified,direct,wall_crumble,a;rl,wall_crumble@0x53114#a,
0x5BA68,logo_outer_timer_init,2,Verified,unreferenced,-,-,-,
0x5BA6A,logo_inner_timer_init,2,Verified,unreferenced,-,-,-,
0x5BA6C,logo_bright_min,2,Verified,direct,main_logo_updcolors,rw,main_logo_updcolors@0x4DD86#rw;main_logo_updcolors@0x4DD8E#rw,
0x5BA6E,logo_bright_max,2,Verified,direct,main_logo_updcolors,rw,main_logo_updcolors@0x4DD64#rw;main_logo_updcolors@0x4DD6C#rw,
0x5BA70,forcefield_gfx_ptrs,64,Verified,direct,forcefield_segments_setup;pf_floor_update;pf_wall_draw_stack;refresh_tile_visual,a;rl,forcefield_segments_setup@0x534E0#a;forcefield_segments_setup@0x535D2#a;forcefield_segments_setup@0x5362C#a;pf_floor_update@0x5E912#a,
0x5BAB0,shot_reflect_hdelta,16,Verified,direct,player_create_shot,a;rw,player_create_shot@0x536F4#a,
0x5BAC0,shot_reflect_vdelta,16,Verified,direct,player_create_shot,a;rw,player_create_shot@0x53740#a,
0x5BAD0,shot_reflect_sound_tbl,16,Verified,direct,player_create_shot,a;rl,player_create_shot@0x537E6#a,
0x5BAE0,floor_desc_base,256,Verified,direct,pf_floor_update,a,pf_floor_update@0x5E9CA#a,
0x5BBE0,wall_desc_blocks,3264,Verified,direct,pf_wall_draw_stack;wall_place_playfield_update,a,pf_wall_draw_stack@0x5ED96#a;wall_place_playfield_update@0x5F282#a,
0x5C8A0,floor_type10_desc,8,Verified,direct,main_exit_move;pf_floor_update;refresh_tile_visual,a,main_exit_move@0x52A7A#a;pf_floor_update@0x5E8C8#a;refresh_tile_visual@0x5F5C8#a,
0x5C8A8,floor_type11_desc,8,Verified,direct,pf_floor_update;refresh_tile_visual,a,pf_floor_update@0x5E8DA#a;refresh_tile_visual@0x5F5DA#a,
0x5C8B0,exit_tile_descs,504,Verified,indirect,maze_setupnew,-,ptr:exit_desc_by_floorpattern,
0x5CAA8,floor_type3e_descs,128,Verified,direct,pf_floor_update;refresh_tile_visual,a,pf_floor_update@0x5E8EC#a;refresh_tile_visual@0x5F5BA#a,
0x5CB28,attract_display_tile_stream,2000,Verified,direct,load_attract_display_tilemap,?;a,load_attract_display_tilemap@0x4439C#a,
0x5CB48,special_object_tile_numbers,504,Verified,unreferenced,-,-,-,unreferenced_unexpected
0x5CD40,special_object_anim_tiles,1464,Verified,unreferenced,-,-,-,
0x5D2F8,wall_desc_pattern6,216,Verified,direct,pf_wall_draw_stack;wall_place_playfield_update,a,pf_wall_draw_stack@0x5ED8E#a;wall_place_playfield_update@0x5F27A#a,
0x5D3D0,wall_desc_destructible,24,Verified,direct,pf_wall_draw_stack;wall_crumble,a;rw,pf_wall_draw_stack@0x5ED7C#a;wall_crumble@0x530D4#rw;wall_crumble@0x530E0#rw;wall_crumble@0x530EC#rw,
0x5D3E8,dragon_probe_delta_a,16,Verified,direct,dragon_choose_move_direction,a;rw,dragon_choose_move_direction@0x53F76#a;dragon_choose_move_direction@0x53F8C#a,
0x5D3F8,dragon_probe_delta_b,16,Verified,direct,dragon_choose_move_direction,a;rw,dragon_choose_move_direction@0x53FAE#a;dragon_choose_move_direction@0x53FC4#a,
0x5D408,dragon_spawn_offset_a,16,Verified,direct,dragon_shot_hit,a;rw,dragon_shot_hit@0x542C8#a;dragon_shot_hit@0x542DC#a,
0x5D418,dragon_spawn_offset_b,16,Verified,direct,dragon_shot_hit,a;rw,dragon_shot_hit@0x54368#a;dragon_shot_hit@0x5437C#a,
0x5D428,dragon_facing_offset,16,Verified,direct,dragon_fire_setup;dragon_update_segments,a;rw,dragon_fire_setup@0x5484E#a;dragon_fire_setup@0x54874#a;dragon_update_segments@0x53DA2#a;dragon_update_segments@0x53DC2#a,
0x5D438,dragon_head_hdelta,64,Verified,direct,dragon_head_pose_update,a;rw,dragon_head_pose_update@0x5464A#a,
0x5D478,dragon_head_vdelta,64,Verified,direct,dragon_head_pose_update,a;rw,dragon_head_pose_update@0x5467C#a,
0x5D4B8,dragon_fire_segment_tbl,16,Verified,direct,dragon_fire_setup,a;rb,dragon_fire_setup@0x547A6#a,
0x5D4C8,dragon_pose_hdelta,32,Verified,direct,dragon_fire_setup;dragon_update_segments,a;rw,dragon_fire_setup@0x5485C#a;dragon_fire_setup@0x548DE#a;dragon_update_segments@0x53DB0#a,
0x5D4E8,dragon_pose_vdelta,32,Verified,direct,dragon_fire_setup;dragon_update_segments,a;rw,dragon_fire_setup@0x54882#a;dragon_fire_setup@0x548F6#a;dragon_update_segments@0x53DCE#a,
0x5D508,dragon_body_pics,32,Verified,direct,main_handle_dragon,a;rw,main_handle_dragon@0x544D0#a;main_handle_dragon@0x5450E#a,
0x5D528,dragon_head_pics,80,Verified,direct,dragon_head_pose_update;main_handle_dragon,a;rw,dragon_head_pose_update@0x5463A#a;main_handle_dragon@0x54578#a,
0x5D578,dragon_path_programs,80,Verified,direct,dragon_fire_setup;dragon_head_pose_update;dragon_shot_hit;dragon_update_segments;main_handle_dragon,a;rb;wb,dragon_fire_setup@0x54784#a;dragon_head_pose_update@0x5460E#a;dragon_shot_hit@0x54154#a;dragon_shot_hit@0x541AC#a,
0x5D5C8,playfield_palettes,512,Verified,direct,init_display,a;rw,init_display@0x4358C#a;init_display@0x43592#a;init_display@0x435A6#a;init_display@0x43668#a,
0x5D7C8,playfield_special_palette_bank,128,Verified,direct,init_display,a,init_display@0x4350E#a;init_display@0x43524#a;init_display@0x4352A#a,
0x5D7E8,playfield_special_palette_lowwall_view,96,Verified,direct,init_display,a,init_display@0x4350E#a,
0x5D848,unconsumed_block_5d848,416,Verified,direct,monster_update_anim_tile,a;rb,monster_update_anim_tile@0x41664#a,
0x5D9E8,secretcode_text_recs,176,Verified,direct,secret_getname;secret_name_entry_update,a,secret_getname@0x54F9E#a;secret_getname@0x54FB0#a;secret_name_entry_update@0x552E8#a;secret_name_entry_update@0x552FA#a,
0x5DA98,potion_effect_matrix,448,Verified,unreferenced,-,-,-,unreferenced_unexpected
0x5EDD4,wall_pattern_offsets,32,Verified,direct,pf_wall_draw_stack;wall_place_playfield_update,?;a;rw,pf_wall_draw_stack@0x5ED9C#a;wall_place_playfield_update@0x5F288#a,
0x5EDF4,wall_random_desc_ptrs,48,Verified,direct,pf_wall_draw_stack;wall_place_playfield_update,a;rl,pf_wall_draw_stack@0x5ED4E#a;wall_place_playfield_update@0x5F250#a,
0x5EE24,wall_conn_variant_tbl,256,Verified,direct,pf_wall_draw_stack;wall_place_playfield_update,a;rb,pf_wall_draw_stack@0x5ED64#a;wall_place_playfield_update@0x5F266#a,
0x5EF24,wall_conn_variant_tbl6,256,Verified,direct,pf_wall_draw_stack;wall_place_playfield_update,a,pf_wall_draw_stack@0x5ED3C#a;wall_place_playfield_update@0x5F23E#a,
0x5F9CE,door_gfx_by_neighbors,32,Verified,direct,pf_door_draw,?;a;rw,pf_door_draw@0x5F976#a,
0x5FACA,door_gfx_type2,18,Verified,direct,pf_door_draw,a;rw,pf_door_draw@0x5FA64#a,
0x5FADC,door_hpos_sub2,18,Verified,direct,pf_door_draw,a;rw,pf_door_draw@0x5FA7C#a,
0x5FAEE,door_vpos_add2,18,Verified,direct,pf_door_draw,a;rw,pf_door_draw@0x5FA9A#a,
0x5FBDC,door_gfx_type3,18,Verified,direct,pf_door_draw,a;rw,pf_door_draw@0x5FB76#a,
0x5FBEE,door_vpos_sub3,18,Verified,direct,pf_door_draw,a;rw,pf_door_draw@0x5FBA2#a,
0x5FC00,door_vpos_add3,18,Verified,direct,pf_door_draw,?;a;rw,pf_door_draw@0x5FBAC#a,
0x5FC12,player_inventory_vram_ptrs,16,Verified,direct,player_inv_update,a;rl,player_inv_update@0x45AEC#a;player_inv_update@0x45B7E#a,
0x5FDAC,supersorc_direction_bias,6,Verified,direct,supersorc_place,a;rw,supersorc_place@0x5FE28#a,
0x5FDB2,supersorc_probe_steps,6,Verified,direct,supersorc_place,a;rw,supersorc_place@0x5FE40#a,
0x5FF98,dead_truncated_supersorc_epilogues,26,Verified,unreferenced,-,-,-,
